,hpso01 (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso04a (Ingest) [Na=64] [Bmax=4062.5],hpso04a (RCAL) [Na=64] [Bmax=4062.5],hpso04a (FastImg) [Na=64] [Bmax=4062.5],hpso04a (PSS) [Na=64] [Bmax=4062.5],hpso05a (Ingest) [Na=64] [Bmax=4062.5],hpso05a (RCAL) [Na=64] [Bmax=4062.5],hpso05a (FastImg) [Na=64] [Bmax=4062.5],hpso05a (PST) [Na=64] [Bmax=4062.5],max_low (Ingest) [Na=64] [Bmax=4062.5],max_low (RCAL) [Na=64] [Bmax=4062.5],max_low (FastImg) [Na=64] [Bmax=4062.5],max_low (ICAL) [Na=64] [Bmax=4062.5],max_low (DPrepA) [Na=64] [Bmax=4062.5],max_low (DPrepA_Image) [Na=64] [Bmax=4062.5],max_low (DPrepB) [Na=64] [Bmax=4062.5],max_low (DPrepC) [Na=64] [Bmax=4062.5],max_low (DPrepD) [Na=64] [Bmax=4062.5]
Oversampling used bw0,(undefined),6.777781536384467,25.671297738388773,6.777781536378313,3.0744526883124976,2.9770627009101815,3.7448640298167533,(undefined),(undefined),6.777781536384467,25.671297738388773,5.067113627176305,3.0744526883124976,2.9770627009101815,3.7448640298167533,(undefined),(undefined),6.777781536384467,25.671297738388773,5.067113627176305,3.0744526883124976,2.9770627009101815,3.7448640298167533,(undefined),(undefined),7.069541538333915,25.725283690424163,(undefined),(undefined),7.069541538333915,25.725283690424163,(undefined),(undefined),7.03669640528021,25.678964643980194,7.0366964052750305,3.1015595589445937,3.1011419270313567,3.0230422464141355,54.03702419302558,(undefined)
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
Frequencies predict ifft,65536.0,200.0,40.0,200.0,200,200.0,200.0,40960.0,65536.0,200.0,40.0,200.0,200,200.0,200.0,40960.0,65536.0,200.0,40.0,200.0,200,200.0,200.0,40960.0,65536.0,200.0,40.0,(undefined),65536.0,200.0,40.0,(undefined),65536.0,200.0,40.0,200.0,200,200.0,200.0,200.0,65536.0
Frequencies predict kernels0,(undefined),231.8785768024087,364.52288461678205,231.87857680263127,195.41654613425627,201.96922582581027,391.78090310007053,(undefined),(undefined),231.8785768024087,364.52288461678205,209.8362224628131,195.41654613425627,201.96922582581027,391.78090310007053,(undefined),(undefined),231.8785768024087,364.52288461678205,209.8362224628131,195.41654613425627,201.96922582581027,391.78090310007053,(undefined),(undefined),135.88507572883503,222.75933835694266,(undefined),(undefined),135.88507572883503,222.75933835694266,(undefined),(undefined),312.92392165561506,511.6591552951528,312.9239216558593,271.94337182872204,271.98091941771133,279.1848783473701,554.8818722570728,(undefined)
Frequencies predict de-grid0,65536.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,(undefined),65536.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),65536.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),65536.0,1009.991056768289,727.1815092638062,(undefined),65536.0,1009.991056768289,727.1815092638062,(undefined),65536.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,65536.0,(undefined)
Frequencies total0,65536.0,1648.2150744838107,1186.6956875807953,1648.2150744838107,610.88622741501,610.88622741501,1500.0,8192.0,65536.0,1648.2150744838107,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,65536.0,1648.2150744838107,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,65536.0,1009.9910567682889,727.1815092638062,(undefined),65536.0,1009.9910567682889,727.1815092638062,(undefined),65536.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,65536.0,16384.0
Frequencies backward kernels0,(undefined),231.8785768024087,364.52288461678205,231.87857680263127,195.41654613425627,201.96922582581027,391.78090310007053,(undefined),(undefined),231.8785768024087,364.52288461678205,209.8362224628131,195.41654613425627,201.96922582581027,391.78090310007053,(undefined),(undefined),231.8785768024087,364.52288461678205,209.8362224628131,195.41654613425627,201.96922582581027,391.78090310007053,(undefined),(undefined),135.88507572883503,222.75933835694266,(undefined),(undefined),135.88507572883503,222.75933835694266,(undefined),(undefined),312.92392165561506,511.6591552951528,312.9239216558593,271.94337182872204,271.98091941771133,279.1848783473701,554.8818722570728,(undefined)
Frequencies backward grid0,65536.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,(undefined),65536.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),65536.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),65536.0,1009.991056768289,727.1815092638062,(undefined),65536.0,1009.991056768289,727.1815092638062,(undefined),65536.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,65536.0,(undefined)
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],5.780451424626917,5.780451424626917,65.36699949969572,5.780451424626917,5.780451424626917,5.780451424626917,11.235178062496509,11.235178062496509,5.780451424626917,5.780451424626917,65.36699949969572,5.780451424626917,5.780451424626917,5.780451424626917,11.235178062496509,11.235178062496509,5.780451424626917,5.780451424626917,65.36699949969572,5.780451424626917,5.780451424626917,5.780451424626917,11.235178062496509,11.235178062496509,5.795424081689867,5.795424081689867,65.36699949969572,(undefined),5.795424081689867,5.795424081689867,65.36699949969572,(undefined),5.7825567359768195,5.7825567359768195,65.36699949969572,5.7825567359768195,5.7825567359768195,5.7825567359768195,5.7825567359768195,11.239270052231497,11.239270052231497
Averaged rate0 [M/s],5.409546063853377,0.13604881848995515,1.1076869803952336,0.13604881848995515,0.05042445658836528,0.05042445658836528,0.24065248772643114,1.3142834529699492,5.409546063853377,0.13604881848995515,1.1076869803952336,0.0907182771563317,0.05042445658836528,0.05042445658836528,0.24065248772643114,1.3142834529699492,5.409546063853377,0.13604881848995515,1.1076869803952336,0.0907182771563317,0.05042445658836528,0.05042445658836528,0.24065248772643114,1.3142834529699492,5.423557993394942,0.08358375654896634,0.6787666784546506,(undefined),5.423557993394942,0.08358375654896634,0.6787666784546506,(undefined),5.411516286918921,0.19110776245283978,1.5554012076946693,0.19110776245283978,0.07083121099923646,0.07083121099923646,0.07083121099923646,10.51809704906536,2.62952426226634
Predict rate0 [M/s],(undefined),0.15384789866547616,1.1076869803952336,0.15384789866547616,0.05702141902865032,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.15384789866547616,1.1076869803952336,0.10258682483217868,0.05702141902865032,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.15384789866547616,1.1076869803952336,0.10258682483217868,0.05702141902865032,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.09427471217819586,0.6787666784546506,(undefined),(undefined),0.09427471217819586,0.6787666784546506,(undefined),(undefined),0.21603144738592014,1.5554012076946693,0.21603144738592014,0.08006879906847647,0.08006879906847647,0.08006879906847647,6.1172695499695715,(undefined)
Backward rate0 [M/s],(undefined),0.15384789866547616,1.1076869803952336,0.15384789866547616,0.05702141902865032,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.15384789866547616,1.1076869803952336,0.10258682483217868,0.05702141902865032,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.15384789866547616,1.1076869803952336,0.10258682483217868,0.05702141902865032,0.05702141902865032,0.14001318855216,(undefined),(undefined),0.09427471217819586,0.6787666784546506,(undefined),(undefined),0.09427471217819586,0.6787666784546506,(undefined),(undefined),0.21603144738592014,1.5554012076946693,0.21603144738592014,0.08006879906847647,0.08006879906847647,0.08006879906847647,6.1172695499695715,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W stack [lambda],(undefined),1.3632766752512637,0.1,1.3632766752563923,2.9044855823396403,4.445892880914498,4.4320816647544685,(undefined),(undefined),1.3632766752512637,0.1,1.8661717363734673,2.9044855823396403,4.445892880914498,4.4320816647544685,(undefined),(undefined),1.3632766752512637,0.1,1.8661717363734673,2.9044855823396403,4.445892880914498,4.4320816647544685,(undefined),(undefined),7.824318919725295,0.22656453798091633,(undefined),(undefined),7.824318919725295,0.22656453798091633,(undefined),(undefined),1.3816450069778066,0.1,1.3816450069827244,2.930029637108741,2.9390051947875313,4.491046164012598,5.760792588045345,(undefined)
Delta W theory [lambda],(undefined),1.0,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),6.527120699553728,0.18455205923435844,6.527120699572227,2.586364372467668,3.5623352322606756,3.554007138439396,(undefined),(undefined),6.527120699553728,0.18455205923435844,4.4896749173592605,2.586364372467668,3.5623352322606756,3.554007138439396,(undefined),(undefined),6.527120699553728,0.18455205923435844,4.4896749173592605,2.586364372467668,3.5623352322606756,3.554007138439396,(undefined),(undefined),5.709664916692661,0.08981409127053162,(undefined),(undefined),5.709664916692661,0.08981409127053162,(undefined),(undefined),5.763798902652219,0.17264561380323334,5.763798902667669,2.2765238027214147,2.281763838036119,3.138537271992351,3.7850208264442626,(undefined)
AW kernel support pred0 [uv-pixels],(undefined),11.11770230877508,9.001891993496013,11.11770230878594,9.364255478529518,9.679371483056414,9.676309562021988,(undefined),(undefined),11.11770230877508,9.001891993496013,10.057692621250904,9.364255478529518,9.679371483056414,9.676309562021988,(undefined),(undefined),11.11770230877508,9.001891993496013,10.057692621250904,9.364255478529518,9.679371483056414,9.676309562021988,(undefined),(undefined),10.658342904078053,9.000448131676041,(undefined),(undefined),10.658342904078053,9.000448131676041,(undefined),(undefined),10.68744018884854,9.001655764800468,10.687440188856874,9.283456286553902,9.284742657315242,9.531548468516814,9.763523065810661,(undefined)
W kernel support bw0 [uv-pixels],(undefined),6.527120699553728,0.18455205923435844,6.527120699572227,2.586364372467668,3.5623352322606756,3.554007138439396,(undefined),(undefined),6.527120699553728,0.18455205923435844,4.4896749173592605,2.586364372467668,3.5623352322606756,3.554007138439396,(undefined),(undefined),6.527120699553728,0.18455205923435844,4.4896749173592605,2.586364372467668,3.5623352322606756,3.554007138439396,(undefined),(undefined),5.709664916692661,0.08981409127053162,(undefined),(undefined),5.709664916692661,0.08981409127053162,(undefined),(undefined),5.763798902652219,0.17264561380323334,5.763798902667669,2.2765238027214147,2.281763838036119,3.138537271992351,3.7850208264442626,(undefined)
AW kernel support bw0 [uv-pixels],(undefined),11.11770230877508,9.001891993496013,11.11770230878594,9.364255478529518,9.679371483056414,9.676309562021988,(undefined),(undefined),11.11770230877508,9.001891993496013,10.057692621250904,9.364255478529518,9.679371483056414,9.676309562021988,(undefined),(undefined),11.11770230877508,9.001891993496013,10.057692621250904,9.364255478529518,9.679371483056414,9.676309562021988,(undefined),(undefined),10.658342904078053,9.000448131676041,(undefined),(undefined),10.658342904078053,9.000448131676041,(undefined),(undefined),10.68744018884854,9.001655764800468,10.687440188856874,9.283456286553902,9.284742657315242,9.531548468516814,9.763523065810661,(undefined)
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.0023772419225918167,0.0979551493127677,0.0006646121882371403,0.0979551493127677,0.003630560874362301,0.00290444869948984,0.004620527764347478,0.004620527764347479,0.0023772419225918167,0.0979551493127677,0.0006646121882371403,0.06531715955255882,0.003630560874362301,0.00290444869948984,0.004620527764347478,0.004620527764347479,0.0023772419225918167,0.0979551493127677,0.0006646121882371403,0.06531715955255882,0.003630560874362301,0.00290444869948984,0.004620527764347478,0.004620527764347479,0.0023833995088161372,0.06018030471525577,0.0004072600070727904,(undefined),0.0023833995088161372,0.06018030471525577,0.0004072600070727904,(undefined),0.002378107743274917,0.13759758896604468,0.0009332407246168018,0.13759758896604468,0.005099847191945027,0.02549923595972513,0.004079877753556021,0.004622210617265051,0.004622210617265051
Facet size [GB],(undefined),0.07666133025518523,0.0037857447039597652,0.07666133025518523,0.010515957510999346,0.010515957510999346,0.010515957510999346,(undefined),(undefined),0.07666133025518523,0.0037857447039597652,0.034071702335637874,0.010515957510999346,0.010515957510999346,0.010515957510999346,(undefined),(undefined),0.07666133025518523,0.0037857447039597652,0.034071702335637874,0.010515957510999346,0.010515957510999346,0.010515957510999346,(undefined),(undefined),0.07745870133116228,0.0038251210533907297,(undefined),(undefined),0.07745870133116228,0.0038251210533907297,(undefined),(undefined),0.07677307527426595,0.0037912629765069583,0.07677307527426595,0.010531286045852666,0.010531286045852666,0.010531286045852666,0.010531286045852666,(undefined)
Image size [GB],0.010515957510999348,0.07666133025518525,0.0037857447039597644,0.07666133025518525,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.07666133025518525,0.0037857447039597644,0.03407170233563788,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.07666133025518525,0.0037857447039597644,0.03407170233563788,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010625336259418689,0.07745870133116227,0.003825121053390729,(undefined),0.010625336259418689,0.07745870133116227,0.003825121053390729,(undefined),0.010531286045852666,0.07677307527426591,0.0037912629765069596,0.07677307527426591,0.010531286045852666,0.010531286045852666,0.010531286045852666,0.010531286045852666,0.010531286045852666
Image cube size [GB],5513.390331526826,24.53162568165928,0.6057191526335624,24.53162568165928,1.6825532017598959,42.06383004399739,126.19149013199217,689.1737914408533,5513.390331526826,24.53162568165928,0.6057191526335624,10.90294474740412,1.6825532017598959,42.06383004399739,126.19149013199217,689.1737914408533,5513.390331526826,24.53162568165928,0.6057191526335624,10.90294474740412,1.6825532017598959,42.06383004399739,126.19149013199217,689.1737914408533,2785.3681483890527,12.393392212985963,0.3060096842712583,(undefined),2785.3681483890527,12.393392212985963,0.3060096842712583,(undefined),2760.7134492040013,12.283692043882546,0.30330103812055675,12.283692043882546,0.8425028836682134,0.8425028836682134,21.062572091705334,2760.7134492040013,690.1783623010003
Calibration output [GB],0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.0393216,0.0,(undefined),0.0,0.0393216,0.0,(undefined),0.0,0.3538944,0.0,2.4895488,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,0.7168675253870592,0.0,224.021101683456,0.0,0.0,0.0,0.0,0.0,0.7168675253870592,0.0,224.021101683456,0.0,0.0,0.0,0.0,0.0,0.7168675253870592,0.0,224.021101683456,0.0,0.0,0.0,0.0,0.0,1.194779208978432,0.0,(undefined),0.0,1.194779208978432,0.0,(undefined),0.0,0.512048232419328,0.0,221.4608605213594,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.05461333333333333,0.0,(undefined),0.0,0.05461333333333333,0.0,(undefined),0.0,0.023405714285714287,0.0,10.122971428571429,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),2.4914932332935202e-05,3.4176861910747882e-06,0.0003417686191074788,0.0010253058573224364,(undefined),(undefined),(undefined),(undefined),1.107330325908231e-05,3.4176861910747882e-06,0.0003417686191074788,0.0010253058573224364,(undefined),(undefined),(undefined),(undefined),1.107330325908231e-05,3.4176861910747882e-06,0.0003417686191074788,0.0010253058573224364,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),3.493174924979101e-05,4.791735150862964e-06,4.791735150862964e-06,0.00034226679649021165,0.044861593549565024,(undefined)
Working (cache) memory [TeraBytes],(undefined),2.278006058985885e-05,5.149281446521983e-10,2.2780060590052532e-05,1.417291136614844e-06,3.7033461065989454e-06,3.6774335250127628e-06,(undefined),(undefined),2.278006058985885e-05,5.149281446521983e-10,7.413693589735124e-06,1.417291136614844e-06,3.7033461065989454e-06,3.6774335250127628e-06,(undefined),(undefined),2.278006058985885e-05,5.149281446521983e-10,7.413693589735124e-06,1.417291136614844e-06,3.7033461065989454e-06,3.6774335250127628e-06,(undefined),(undefined),4.574494006993316e-06,1.7805109080970873e-11,(undefined),(undefined),4.574494006993316e-06,1.7805109080970873e-11,(undefined),(undefined),1.0980306009807663e-05,2.950900944178148e-10,1.0980306009895962e-05,6.765572779439797e-07,6.812398784319116e-07,1.7728412785639632e-06,3.109516059118235e-06,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.009988620061755313,0.009988620061755313,0.0564770875677371,0.009988620061755313,0.004994310030877656,0.009988620061755313,0.019414387691993964,0.019414387691993964,0.009988620061755313,0.009988620061755313,0.0564770875677371,0.009988620061755313,0.004994310030877656,0.009988620061755313,0.019414387691993964,0.019414387691993964,0.009988620061755313,0.009988620061755313,0.0564770875677371,0.009988620061755313,0.004994310030877656,0.009988620061755313,0.019414387691993964,0.019414387691993964,0.0006676328542106726,0.0006676328542106726,0.003765139171182473,0.002102152,0.0006676328542106726,0.0006676328542106726,0.003765139171182473,0.00077309411328,0.005995354823860767,0.005995354823860767,0.03388625254064226,0.005995354823860767,0.0029976774119303837,0.0029976774119303837,0.005995354823860767,0.011652875190153615,0.011652875190153615
Total buffer ingest rate [TeraBytes/s],0.000554923336764184,0.000554923336764184,0.0031376159759853943,0.000554923336764184,0.000277461668382092,0.000554923336764184,0.0010785770939996649,0.0010785770939996649,0.000554923336764184,0.000554923336764184,0.0031376159759853943,0.000554923336764184,0.000277461668382092,0.000554923336764184,0.0010785770939996649,0.0010785770939996649,0.000554923336764184,0.000554923336764184,0.0031376159759853943,0.000554923336764184,0.000277461668382092,0.000554923336764184,0.0010785770939996649,0.0010785770939996649,0.0002781803559211136,0.0002781803559211136,0.0015688079879926972,(undefined),0.0002781803559211136,0.0002781803559211136,0.0015688079879926972,(undefined),0.00027756272332688734,0.00027756272332688734,0.0015688079879926972,0.00027756272332688734,0.00013878136166344367,0.00013878136166344367,0.00027756272332688734,0.0005394849625071118,0.0005394849625071118
Output size [TB],0.0,0.0,0.0,0.0,0.00037100298098805695,0.01855014904940285,0.05565044714820854,1.4681446919926973,0.0,0.0,0.0,0.0,0.00037100298098805695,0.01855014904940285,0.05565044714820854,1.4681446919926973,0.0,0.0,0.0,0.0,0.00037100298098805695,0.01855014904940285,0.05565044714820854,1.4681446919926973,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.0002600806401883774,0.0002600806401883774,0.009288594292442049,1.2174746310989644,1.7617736303912368
Buffer Read Rate [TeraBytes/s],0.0005193164221299242,2.612137315007139e-05,0.00010633795011794243,0.00013060686575035695,2.9044486994898402e-05,5.8088973989796805e-05,0.0002772316658608487,0.0015140545378213815,0.0005193164221299242,2.612137315007139e-05,0.00010633795011794243,8.708954607007843e-05,2.9044486994898402e-05,5.8088973989796805e-05,0.0002772316658608487,0.0015140545378213815,0.0005193164221299242,2.612137315007139e-05,0.00010633795011794243,8.708954607007843e-05,2.9044486994898402e-05,5.8088973989796805e-05,0.0002772316658608487,0.0015140545378213815,0.00026033078368295726,8.024040628700768e-06,3.2580800565823225e-05,0.0008758966666666667,0.00026033078368295726,8.024040628700768e-06,3.2580800565823225e-05,0.0003221225472,0.00025975278177210823,1.834634519547262e-05,7.465925796934413e-05,9.17317259773631e-05,2.0399388767780103e-05,2.0399388767780103e-05,4.0798777535560207e-05,0.0060584239002616485,0.0015146059750654121
Facet visibility rate [TeraBytes/s],0.0,1.4769398271885713e-05,5.316897505897121e-05,0.00013292458444697143,3.010730924712737e-05,6.021461849425474e-05,0.00014785392711108098,(undefined),0.0,1.4769398271885713e-05,5.316897505897121e-05,8.863501665500239e-05,3.010730924712737e-05,6.021461849425474e-05,0.00014785392711108098,(undefined),0.0,1.4769398271885713e-05,5.316897505897121e-05,8.863501665500239e-05,3.010730924712737e-05,6.021461849425474e-05,0.00014785392711108098,(undefined),0.0,4.5251861845534015e-06,1.6290400282911612e-05,(undefined),0.0,4.5251861845534015e-06,1.6290400282911612e-05,(undefined),0.0,1.0369509474524168e-05,3.7329628984672067e-05,9.332558527071753e-05,2.1138162954077793e-05,2.1138162954077793e-05,4.2276325908155586e-05,0.003229918322383934,(undefined)
Image Write Rate [TeraBytes/s],0.0,4.0886042802765456e-05,0.0006057191526335625,0.0003679743852248892,0.0001542340434946571,0.0007711702174732854,0.002313510652419856,(undefined),0.0,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.0001542340434946571,0.0007711702174732854,0.002313510652419856,(undefined),0.0,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.0001542340434946571,0.0007711702174732854,0.002313510652419856,(undefined),0.0,2.0655653688309945e-05,0.00030600968427125835,(undefined),0.0,2.0655653688309945e-05,0.00030600968427125835,(undefined),0.0,2.0472820073137588e-05,0.00030330103812055664,0.00018425538065823833,7.722943100291955e-05,1.5445886200583913e-05,0.00038614715501459777,0.050613079902073366,(undefined)
