,hpso01 (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0]
Coalesce time full2 [s],7.067678920932487,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.049419354208371,2.8197677416833486,1.0,,7.049419354208371,2.8197677416833486,1.0,,7.065105722721194,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,3.6
Coalesce time full3 [s],2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8197677416833486,1.4098838708416743,1.0,,2.8197677416833486,1.4098838708416743,1.0,,2.8260422890884778,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,1.8
Coalesce time pred0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time pred1 [s],,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,7.2,
Coalesce time pred2 [s],,10.0,1.0,10.0,10.0,7.067678920932487,3.6,,,10.0,1.0,10.0,10.0,7.067678920932487,3.6,,,10.0,1.0,10.0,10.0,7.067678920932487,3.6,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time pred3 [s],,9.894750489305482,1.0,7.067678920932487,8.481214705118983,2.8270715683729946,1.8,,,9.894750489305482,1.0,7.067678920932487,8.481214705118983,2.8270715683729946,1.8,,,9.894750489305482,1.0,7.067678920932487,8.481214705118983,2.8270715683729946,1.8,,,5.639535483366697,1.0,,,5.639535483366697,1.0,,,8.478126867265434,1.0,5.6520845781769555,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,7.2,
Coalesce time bw2 [s],,10.0,1.0,10.0,10.0,7.067678920932487,3.6,,,10.0,1.0,10.0,10.0,7.067678920932487,3.6,,,10.0,1.0,10.0,10.0,7.067678920932487,3.6,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time bw3 [s],,9.894750489305482,1.0,7.067678920932487,8.481214705118983,2.8270715683729946,1.8,,,9.894750489305482,1.0,7.067678920932487,8.481214705118983,2.8270715683729946,1.8,,,9.894750489305482,1.0,7.067678920932487,8.481214705118983,2.8270715683729946,1.8,,,5.639535483366697,1.0,,,5.639535483366697,1.0,,,8.478126867265434,1.0,5.6520845781769555,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Combined samples full0,21.0,8.0,1.1111111111111112,8.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,8.0,21.0,21.0,21.0,17.0,17.0
Combined samples full1,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,10.0,8.0,8.0
Combined samples full2,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,5.0,4.0,4.0
Combined samples full3,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0
Combined samples facet0,(undefined),60.0,1.1111111111111112,40.0,54.0,21.0,17.0,(undefined),(undefined),60.0,1.1111111111111112,40.0,54.0,21.0,17.0,(undefined),(undefined),60.0,1.1111111111111112,40.0,54.0,21.0,17.0,(undefined),(undefined),33.0,1.1111111111111112,(undefined),(undefined),33.0,1.1111111111111112,(undefined),(undefined),53.0,1.1111111111111112,33.0,21.0,21.0,21.0,17.0,(undefined)
Combined samples facet1,,30.0,1.1111111111111112,20.0,27.0,10.0,8.0,,,30.0,1.1111111111111112,20.0,27.0,10.0,8.0,,,30.0,1.1111111111111112,20.0,27.0,10.0,8.0,,,16.0,1.1111111111111112,,,16.0,1.1111111111111112,,,26.0,1.1111111111111112,16.0,10.0,10.0,10.0,8.0,
Combined samples facet2,,15.0,1.1111111111111112,10.0,13.0,5.0,4.0,,,15.0,1.1111111111111112,10.0,13.0,5.0,4.0,,,15.0,1.1111111111111112,10.0,13.0,5.0,4.0,,,8.0,1.1111111111111112,,,8.0,1.1111111111111112,,,13.0,1.1111111111111112,8.0,5.0,5.0,5.0,4.0,
Combined samples facet3,,7.0,1.1111111111111112,5.0,6.0,2.0,2.0,,,7.0,1.1111111111111112,5.0,6.0,2.0,2.0,,,7.0,1.1111111111111112,5.0,6.0,2.0,2.0,,,4.0,1.1111111111111112,,,4.0,1.1111111111111112,,,6.0,1.1111111111111112,4.0,2.0,2.0,2.0,2.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),1.123887999481501,32.55476508226232,1.5397922189429074,1.2296755237398123,2.0243023535196727,2.593260083206502,(undefined),(undefined),1.123887999481501,32.55476508226232,1.5397922189429074,1.2296755237398123,2.0243023535196727,2.593260083206502,(undefined),(undefined),1.123887999481501,32.55476508226232,1.5397922189429074,1.2296755237398123,2.0243023535196727,2.593260083206502,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.251761901152716,32.567468020591605,1.78725404575244,2.5270538064380794,2.5082617473581896,2.1707234509359608,9.7402751999691,(undefined)
Visibilities kernel pred1,,2.1150328727184413,64.99502025817469,2.943387874752,2.3188186987810537,4.046309118246127,5.697244563914297,,,2.1150328727184413,64.99502025817469,2.9433878747503197,2.3188186987810537,4.046309118246127,5.697244563914297,,,2.1150328727184413,64.99502025817469,2.9433878747503197,2.3188186987810537,4.046309118246127,5.697244563914297,,,3.634010980443172,65.24680525561551,,,3.634010980443172,65.24680525561551,,,2.398945193204333,65.03229589341818,3.571384377338633,5.051242938078793,5.013680122646284,4.33898616409653,9.191989258590029,
Visibilities kernel pred2,,4.226736726749906,128.46894958994176,5.883684762572872,4.6343518260201755,11.446929164743805,22.785650017934223,,,4.226736726749906,128.46894958994176,5.883684762569513,4.6343518260201755,11.446929164743805,22.785650017934223,,,4.226736726749906,128.46894958994176,5.883684762569513,4.6343518260201755,11.446929164743805,22.785650017934223,,,7.0445665926183825,130.1123243148036,,,7.0445665926183825,130.1123243148036,,,4.7945343782659275,128.72715467010218,7.139643675030249,14.295073259554238,14.188770077342406,12.279378728821023,13.135703481491305,
Visibilities kernel pred3,,8.540026485234721,203.77512495281903,16.64517850642917,10.924634310520524,57.22652234486187,78.68143185788024,,,8.540026485234721,203.77512495281903,16.645178506419665,10.924634310520524,57.22652234486187,78.68143185788024,,,8.540026485234721,203.77512495281903,16.645178506419665,10.924634310520524,57.22652234486187,78.68143185788024,,,24.977333561533577,254.6009197916123,,,24.977333561533577,254.6009197916123,,,11.306402610304342,146.81889223438597,25.258223561882215,71.46522528419685,70.93378478527404,61.38818257672459,26.27140696298261,
Visibilities kernel bw0,(undefined),1.123887999481501,32.55476508226232,1.5397922189429074,1.2296755237398123,2.0243023535196727,2.593260083206502,(undefined),(undefined),1.123887999481501,32.55476508226232,1.5397922189429074,1.2296755237398123,2.0243023535196727,2.593260083206502,(undefined),(undefined),1.123887999481501,32.55476508226232,1.5397922189429074,1.2296755237398123,2.0243023535196727,2.593260083206502,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.251761901152716,32.567468020591605,1.78725404575244,2.5270538064380794,2.5082617473581896,2.1707234509359608,9.7402751999691,(undefined)
Visibilities kernel bw1,,2.1150328727184413,64.99502025817469,2.943387874752,2.3188186987810537,4.046309118246127,5.697244563914297,,,2.1150328727184413,64.99502025817469,2.9433878747503197,2.3188186987810537,4.046309118246127,5.697244563914297,,,2.1150328727184413,64.99502025817469,2.9433878747503197,2.3188186987810537,4.046309118246127,5.697244563914297,,,3.634010980443172,65.24680525561551,,,3.634010980443172,65.24680525561551,,,2.398945193204333,65.03229589341818,3.571384377338633,5.051242938078793,5.013680122646284,4.33898616409653,9.191989258590029,
Visibilities kernel bw2,,4.226736726749906,128.46894958994176,5.883684762572872,4.6343518260201755,11.446929164743805,22.785650017934223,,,4.226736726749906,128.46894958994176,5.883684762569513,4.6343518260201755,11.446929164743805,22.785650017934223,,,4.226736726749906,128.46894958994176,5.883684762569513,4.6343518260201755,11.446929164743805,22.785650017934223,,,7.0445665926183825,130.1123243148036,,,7.0445665926183825,130.1123243148036,,,4.7945343782659275,128.72715467010218,7.139643675030249,14.295073259554238,14.188770077342406,12.279378728821023,13.135703481491305,
Visibilities kernel bw3,,8.540026485234721,203.77512495281903,16.64517850642917,10.924634310520524,57.22652234486187,78.68143185788024,,,8.540026485234721,203.77512495281903,16.645178506419665,10.924634310520524,57.22652234486187,78.68143185788024,,,8.540026485234721,203.77512495281903,16.645178506419665,10.924634310520524,57.22652234486187,78.68143185788024,,,24.977333561533577,254.6009197916123,,,24.977333561533577,254.6009197916123,,,11.306402610304342,146.81889223438597,25.258223561882215,71.46522528419685,70.93378478527404,61.38818257672459,26.27140696298261,
Oversampling used pred0,(undefined),1.1227952160369838,25.671297738388773,1.5332830662125545,1.2274601534343148,2.00810521128556,2.5610807803854883,(undefined),(undefined),1.1227952160369838,25.671297738388773,1.5332830662125545,1.2274601534343148,2.00810521128556,2.5610807803854883,(undefined),(undefined),1.1227952160369838,25.671297738388773,1.5332830662125545,1.2274601534343148,2.00810521128556,2.5610807803854883,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.2492901623809871,25.678964643980194,1.7762494405187965,2.4969886940474737,2.4787845499429153,2.1508871244714456,9.101295403625677,(undefined)
Oversampling used pred1,,2.09661948740073,41.00404563732292,2.8989188726867354,2.294967059287565,3.9510319842443806,5.4921553263924,,,2.09661948740073,41.00404563732292,2.8989188726851225,2.294967059287565,3.9510319842443806,5.4921553263924,,,2.09661948740073,41.00404563732292,2.8989188726851225,2.294967059287565,3.9510319842443806,5.4921553263924,,,3.559864384033311,41.09504865417958,,,3.559864384033311,41.09504865417958,,,2.372781105880456,41.01754099116667,3.5002249217561356,4.893889806428966,4.8589150880485406,4.2271717642302065,8.625214472342364,
Oversampling used pred2,,4.121415245575733,55.53696204160445,5.663689830489069,4.50456086099846,10.557155449053646,19.29673537244458,,,4.121415245575733,55.53696204160445,5.663689830485978,4.50456086099846,10.557155449053646,19.29673537244458,,,4.121415245575733,55.53696204160445,5.663689830485978,4.50456086099846,10.557155449053646,19.29673537244458,,,6.720503413326696,55.753179318800974,,,6.720503413326696,55.753179318800974,,,4.6544556278207665,55.57130546895441,6.806204275956297,12.901294368433732,12.815678356907668,11.253203334533303,11.959756334555983,
Oversampling used pred3,,8.053733810842374,61.4149116783081,14.757903851631553,10.115759964841153,38.011363587426516,45.46279473958009,,,8.053733810842374,61.4149116783081,14.757903851624185,10.115759964841153,38.011363587426516,45.46279473958009,,,8.053733810842374,61.4149116783081,14.757903851624185,10.115759964841153,38.011363587426516,45.46279473958009,,,20.813363016152273,62.8389358978542,,,20.813363016152273,62.8389358978542,,,10.438752133650503,57.66096366802022,21.00397961063541,43.23179513816304,43.0572501039249,39.66002475482059,21.684578738143962,
Oversampling used bw0,(undefined),1.1227952160369838,25.671297738388773,1.5332830662125545,1.2274601534343148,2.00810521128556,2.5610807803854883,(undefined),(undefined),1.1227952160369838,25.671297738388773,1.5332830662125545,1.2274601534343148,2.00810521128556,2.5610807803854883,(undefined),(undefined),1.1227952160369838,25.671297738388773,1.5332830662125545,1.2274601534343148,2.00810521128556,2.5610807803854883,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.2492901623809871,25.678964643980194,1.7762494405187965,2.4969886940474737,2.4787845499429153,2.1508871244714456,9.101295403625677,(undefined)
Oversampling used bw1,,2.09661948740073,41.00404563732292,2.8989188726867354,2.294967059287565,3.9510319842443806,5.4921553263924,,,2.09661948740073,41.00404563732292,2.8989188726851225,2.294967059287565,3.9510319842443806,5.4921553263924,,,2.09661948740073,41.00404563732292,2.8989188726851225,2.294967059287565,3.9510319842443806,5.4921553263924,,,3.559864384033311,41.09504865417958,,,3.559864384033311,41.09504865417958,,,2.372781105880456,41.01754099116667,3.5002249217561356,4.893889806428966,4.8589150880485406,4.2271717642302065,8.625214472342364,
Oversampling used bw2,,4.121415245575733,55.53696204160445,5.663689830489069,4.50456086099846,10.557155449053646,19.29673537244458,,,4.121415245575733,55.53696204160445,5.663689830485978,4.50456086099846,10.557155449053646,19.29673537244458,,,4.121415245575733,55.53696204160445,5.663689830485978,4.50456086099846,10.557155449053646,19.29673537244458,,,6.720503413326696,55.753179318800974,,,6.720503413326696,55.753179318800974,,,4.6544556278207665,55.57130546895441,6.806204275956297,12.901294368433732,12.815678356907668,11.253203334533303,11.959756334555983,
Oversampling used bw3,,8.053733810842374,61.4149116783081,14.757903851631553,10.115759964841153,38.011363587426516,45.46279473958009,,,8.053733810842374,61.4149116783081,14.757903851624185,10.115759964841153,38.011363587426516,45.46279473958009,,,8.053733810842374,61.4149116783081,14.757903851624185,10.115759964841153,38.011363587426516,45.46279473958009,,,20.813363016152273,62.8389358978542,,,20.813363016152273,62.8389358978542,,,10.438752133650503,57.66096366802022,21.00397961063541,43.23179513816304,43.0572501039249,39.66002475482059,21.684578738143962,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1186.6956875807953,(undefined),(undefined),220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1186.6956875807953,(undefined),(undefined),220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1186.6956875807953,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),347.98681916370214,1666.3443177517802,556.1960211322845,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,,485.0159097761033,1453.9394929925988,,,485.0159097761033,1453.9394929925988,,,695.0020427868894,3331.7159644487933,1111.4199379380743,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels predict, no-smear2",,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,,969.6083556181683,2907.4553987723175,,,969.6083556181683,2907.4553987723175,,,1389.0318113753438,6662.459115881312,2221.867346610081,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels predict, no-smear3",,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,,1938.7931548514175,5814.487179478897,,,1938.7931548514175,5814.487179478897,,,2777.0910083918284,13323.945347729323,4442.761951158458,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
"Channels backward, no-smear0",(undefined),220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1186.6956875807953,(undefined),(undefined),220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1186.6956875807953,(undefined),(undefined),220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1186.6956875807953,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),347.98681916370214,1666.3443177517802,556.1960211322845,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,,485.0159097761033,1453.9394929925988,,,485.0159097761033,1453.9394929925988,,,695.0020427868894,3331.7159644487933,1111.4199379380743,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear2",,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,,969.6083556181683,2907.4553987723175,,,969.6083556181683,2907.4553987723175,,,1389.0318113753438,6662.459115881312,2221.867346610081,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels backward, no-smear3",,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,,1938.7931548514175,5814.487179478897,,,1938.7931548514175,5814.487179478897,,,2777.0910083918284,13323.945347729323,4442.761951158458,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
Frequencies predict ifft,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,200.0,200,200.0,200.0,200.0,8192.0
Frequencies predict kernels0,(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,301.77617802639844,578.4225075277784,(undefined),(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,301.77617802639844,578.4225075277784,(undefined),(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,301.77617802639844,578.4225075277784,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),277.9976118807018,511.6591552951528,311.20143353662075,339.44634647980524,341.9895004405989,395.1674183016864,841.0439984309672,(undefined)
Frequencies predict kernels1,,208.0497165924412,365.0584953999703,224.13006449626482,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,365.0584953999703,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,208.0497165924412,365.0584953999703,224.1300644963928,210.81747087220927,301.77617802639844,578.4225075277784,,,133.46572489358715,222.83688638800666,,,133.46572489358715,222.83688638800666,,,289.7115135250578,512.317136997464,311.20143353662075,339.44634647980524,341.9895004405989,395.1674183016864,1237.7927625562772,
