,hpso01 (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso04a (PSS) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],hpso05a (PST) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (Ingest) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (RCAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (FastImg) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (ICAL) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepA) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepB) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepC) [Nf_max=16384] [Na=32] [Bmax=32500.0],max_low (DPrepD) [Nf_max=16384] [Na=32] [Bmax=32500.0]
Frequencies predict kernels2,,234.06986191429846,369.3268941633874,266.0807063550878,240.02686717867135,402.46018846691874,752.6312123490382,,,234.06986191429846,369.3268941633874,266.08070635309105,240.02686717867135,402.46018846691874,752.6312123490382,,,234.06986191429846,369.3268941633874,266.08070635309105,240.02686717867135,402.46018846691874,752.6312123490382,,,124.1856248968175,223.45734073105942,,,124.1856248968175,223.45734073105942,,,315.42296360800145,517.5643890331957,368.48689725089787,322.0944841629829,321.96895930328844,516.5609620174621,1973.620379632879,
Frequencies predict kernels3,,234.06986191429846,402.0117774547133,266.0807063550878,240.02686717867135,402.46018846691874,752.6312123490382,,,234.06986191429846,402.0117774547133,266.08070635309105,240.02686717867135,402.46018846691874,752.6312123490382,,,234.06986191429846,402.0117774547133,266.08070635309105,240.02686717867135,402.46018846691874,752.6312123490382,,,139.7958470528082,228.37651900216653,,,139.7958470528082,228.37651900216653,,,315.42296360800145,557.9663414504165,368.48689725089787,322.0944841629829,321.96895930328844,516.5609620174621,2324.5393670742833,
Frequencies predict de-grid0,16384.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,(undefined),16384.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,(undefined),16384.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,(undefined),16384.0,135.0322014892287,727.1815092638062,(undefined),16384.0,135.0322014892287,727.1815092638062,(undefined),16384.0,309.4295094091071,1666.3443177517802,556.1960211322845,343.7026748873344,343.7026748873344,857.7991819532908,16384.0,16384.0
Frequencies predict de-grid1,16384.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,16384.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,16384.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,16384.0,269.64141827656647,1453.9394929925988,,16384.0,269.64141827656647,1453.9394929925988,,16384.0,617.8875925970663,3331.7159644487933,1111.4199379380743,686.4337711722908,686.4337711722908,1714.625960512763,16384.0,16384.0
Frequencies predict de-grid2,16384.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,16384.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,16384.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,16384.0,538.8595203451565,2907.4553987723175,,16384.0,538.8595203451565,2907.4553987723175,,16384.0,1234.8029959489847,6662.459115881312,2221.867346610081,1371.8952766430345,1371.8952766430345,3428.279241973887,16384.0,16384.0
Frequencies predict de-grid3,16384.0,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,16384.0,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,16384.0,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,16384.0,1077.2955582735788,5814.487179478897,,16384.0,1077.2955582735788,5814.487179478897,,16384.0,2468.633420089928,13323.945347729323,4442.761951158458,2742.8179431826493,2742.8179431826493,6855.585666930379,16384.0,16384.0
Frequencies total0,16384.0,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,8076.963378093996,5814.487179478897,(undefined),16384.0,8076.963378093996,5814.487179478897,(undefined),16384.0,16384.0,13323.945347729323,16384.0,6855.585666930379,6855.585666930379,6855.585666930379,16384.0,16384.0
Frequencies total1,16384.0,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,8076.963378093996,5814.487179478897,,16384.0,8076.963378093996,5814.487179478897,,16384.0,16384.0,13323.945347729323,16384.0,6855.585666930379,6855.585666930379,6855.585666930379,16384.0,16384.0
Frequencies total2,16384.0,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,8076.963378093996,5814.487179478897,,16384.0,8076.963378093996,5814.487179478897,,16384.0,16384.0,13323.945347729323,16384.0,6855.585666930379,6855.585666930379,6855.585666930379,16384.0,16384.0
Frequencies total3,16384.0,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,9488.714533153065,16384.0,8076.963378093996,5814.487179478897,,16384.0,8076.963378093996,5814.487179478897,,16384.0,16384.0,13323.945347729323,16384.0,6855.585666930379,6855.585666930379,6855.585666930379,16384.0,16384.0
Frequencies backward kernels0,(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,322.2512805263733,625.6905261468467,(undefined),(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,322.2512805263733,625.6905261468467,(undefined),(undefined),196.07115992175898,364.52288461678205,214.44261309807425,199.05237204583554,322.2512805263733,625.6905261468467,(undefined),(undefined),116.01647762720326,222.75933872570835,(undefined),(undefined),116.01647762720326,222.75933872570835,(undefined),(undefined),273.80231520051814,511.6591552951528,318.52399789931405,277.48520338519785,277.48520338519785,433.18540573588245,841.0439984309672,(undefined)
Frequencies backward kernels1,,210.3501053290118,365.0584953999703,256.2872263322324,218.15734719428568,402.46018846691874,752.6312123490382,,,210.3501053290118,365.0584953999703,256.2872263322324,218.15734719428568,402.46018846691874,752.6312123490382,,,210.3501053290118,365.0584953999703,256.2872263322324,218.15734719428568,402.46018846691874,752.6312123490382,,,118.19990128513804,222.83688638800666,,,118.19990128513804,222.83688638800666,,,291.495584687366,512.317136997464,368.48689725089787,301.22257589075963,301.22257589075963,516.5609620174621,1237.7927625562772,
Frequencies backward kernels2,,234.06986191429846,369.3268941633874,266.0807063550878,240.02686717867135,402.46018846691874,752.6312123490382,,,234.06986191429846,369.3268941633874,266.08070635309105,240.02686717867135,402.46018846691874,752.6312123490382,,,234.06986191429846,369.3268941633874,266.08070635309105,240.02686717867135,402.46018846691874,752.6312123490382,,,124.1856248968175,223.45734073105942,,,124.1856248968175,223.45734073105942,,,315.42296360800145,517.5643890331957,368.48689725089787,322.0944841629829,321.96895930328844,516.5609620174621,1973.620379632879,
Frequencies backward kernels3,,234.06986191429846,402.0117774547133,266.0807063550878,240.02686717867135,402.46018846691874,752.6312123490382,,,234.06986191429846,402.0117774547133,266.08070635309105,240.02686717867135,402.46018846691874,752.6312123490382,,,234.06986191429846,402.0117774547133,266.08070635309105,240.02686717867135,402.46018846691874,752.6312123490382,,,139.7958470528082,228.37651900216653,,,139.7958470528082,228.37651900216653,,,315.42296360800145,557.9663414504165,368.48689725089787,322.0944841629829,321.96895930328844,516.5609620174621,2324.5393670742833,
Frequencies backward grid0,16384.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,(undefined),16384.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,(undefined),16384.0,220.3620236804831,1186.6956875807953,330.1970670581991,244.76982984711475,610.88622741501,1500.0,(undefined),16384.0,135.0322014892287,727.1815092638062,(undefined),16384.0,135.0322014892287,727.1815092638062,(undefined),16384.0,309.4295094091071,1666.3443177517802,556.1960211322845,343.7026748873344,343.7026748873344,857.7991819532908,16384.0,16384.0
Frequencies backward grid1,16384.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,16384.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,16384.0,440.0319897527685,2372.6984303939844,659.7017142056897,488.8474934882089,1221.0797008176821,2372.6984303939844,,16384.0,269.64141827656647,1453.9394929925988,,16384.0,269.64141827656647,1453.9394929925988,,16384.0,617.8875925970663,3331.7159644487933,1111.4199379380743,686.4337711722908,686.4337711722908,1714.625960512763,16384.0,16384.0
Frequencies backward grid2,16384.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,16384.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,16384.0,879.3713781111805,4744.703814848597,1318.7106453111485,977.0023310935779,2441.466451169051,4744.703814848597,,16384.0,538.8595203451565,2907.4553987723175,,16384.0,538.8595203451565,2907.4553987723175,,16384.0,1234.8029959489847,6662.459115881312,2221.867346610081,1371.8952766430345,1371.8952766430345,3428.279241973887,16384.0,16384.0
Frequencies backward grid3,16384.0,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,16384.0,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,16384.0,1758.04988218571,9488.714533153065,2636.728325593491,1953.3117608590187,4882.239853545328,9488.714533153065,,16384.0,1077.2955582735788,5814.487179478897,,16384.0,1077.2955582735788,5814.487179478897,,16384.0,2468.633420089928,13323.945347729323,4442.761951158458,2742.8179431826493,2742.8179431826493,6855.585666930379,16384.0,16384.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],5.702542297160298,5.702542297160298,8.956386219859057,5.702542297160298,5.702542297160298,5.702542297160298,8.956386219859057,8.956386219859057,5.702542297160298,5.702542297160298,8.956386219859057,5.702542297160298,5.702542297160298,5.702542297160298,8.956386219859057,8.956386219859057,5.702542297160298,5.702542297160298,8.956386219859057,5.702542297160298,5.702542297160298,5.702542297160298,8.956386219859057,8.956386219859057,5.71731315222511,5.71731315222511,8.956386219859057,(undefined),5.71731315222511,5.71731315222511,8.956386219859057,(undefined),5.704619233049832,5.704619233049832,8.956386219859057,5.704619233049832,5.704619233049832,5.704619233049832,5.704619233049832,8.956386219859057,8.956386219859057
Averaged rate0 [M/s],2.6618401266580114,2.14144085015239,2.4212169599345916,2.14144085015239,0.7931971405112235,0.7931971405112235,2.4212169599345916,2.4212169599345916,2.6618401266580114,2.14144085015239,2.4212169599345916,1.4276647693688933,0.7931971405112235,0.7931971405112235,2.4212169599345916,2.4212169599345916,2.6618401266580114,2.14144085015239,2.4212169599345916,1.4276647693688933,0.7931971405112235,0.7931971405112235,2.4212169599345916,2.4212169599345916,2.668734885638781,1.315629512765277,1.4836714628823848,(undefined),2.668734885638781,1.315629512765277,1.4836714628823848,(undefined),2.6628096014997866,2.6628096014997866,3.399845399126356,2.6628096014997866,1.1142040611454185,1.1142040611454185,1.1142040611454185,4.180673634238464,4.180673634238464
Averaged rate1 [M/s],0.7512691201040305,0.6043933169152005,0.6833564183115631,0.6043933169152005,0.22386938714049248,0.22386938714049248,0.6833564183115631,0.6833564183115631,0.7512691201040305,0.6043933169152005,0.6833564183115631,0.4029394719636717,0.22386938714049248,0.22386938714049248,0.6833564183115631,0.6833564183115631,0.7512691201040305,0.6043933169152005,0.6833564183115631,0.4029394719636717,0.22386938714049248,0.22386938714049248,0.6833564183115631,0.6833564183115631,0.7532150745063768,0.3713190046762906,0.4187466194081894,,0.7532150745063768,0.3713190046762906,0.4187466194081894,,0.7515427415375829,0.7515427415375829,0.9595613334968531,0.7515427415375829,0.3144693388043589,0.3144693388043589,0.3144693388043589,1.1799397609126117,1.1799397609126117
Averaged rate2 [M/s],0.8499144045788172,0.6837530950377247,0.7730844351807792,0.6837530950377247,0.25326452503277275,0.25326452503277275,0.7730844351807792,0.7730844351807792,0.8499144045788172,0.6837530950377247,0.7730844351807792,0.4558473817583305,0.25326452503277275,0.25326452503277275,0.7730844351807792,0.7730844351807792,0.8499144045788172,0.6837530950377247,0.7730844351807792,0.4558473817583305,0.25326452503277275,0.25326452503277275,0.7730844351807792,0.7730844351807792,0.8521158722459279,0.42007499353167604,0.4737300844395435,,0.8521158722459279,0.42007499353167604,0.4737300844395435,,0.8502239538356076,0.8502239538356076,1.085556397290631,0.8502239538356076,0.35576069040504565,0.35576069040504565,0.35576069040504565,1.3348715826307982,1.3348715826307982
Averaged rate3 [M/s],1.0686132850459003,0.8596955612379034,0.9720135268277775,0.8596955612379034,0.31843422657953413,0.31843422657953413,0.9720135268277775,0.9720135268277775,1.0686132850459003,0.8596955612379034,0.9720135268277775,0.5731454432070029,0.31843422657953413,0.31843422657953413,0.9720135268277775,0.9720135268277775,1.0686132850459003,0.8596955612379034,0.9720135268277775,0.5731454432070029,0.31843422657953413,0.31843422657953413,0.9720135268277775,0.9720135268277775,1.0713812315390994,0.5281681500926848,0.5956296999212306,,1.0713812315390994,0.5281681500926848,0.5956296999212306,,1.0690024871189563,1.0690024871189563,1.3648903719736365,1.0690024871189563,0.4473045732791531,0.4473045732791531,0.4473045732791531,1.6783590198549616,1.6783590198549616
Predict rate0 [M/s],(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.003101031543489226,0.1669981510483664,(undefined),(undefined),0.003101031543489226,0.1669981510483664,(undefined),(undefined),0.007106087722642804,0.38267807490900596,0.01277311179757369,0.007893175291911879,0.007893175291911879,0.019699466437482306,0.37626062708146174,(undefined)
Predict rate1 [M/s],,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.0017477085421878078,0.09423858129692272,,,0.0017477085421878078,0.09423858129692272,,,0.004004901882640786,0.21594859159353008,0.007203782460081452,0.004449190978121568,0.004449190978121568,0.01111352423896355,0.14749247011407646,
Predict rate2 [M/s],,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.003951278287749821,0.21319406925225193,,,0.003951278287749821,0.21319406925225193,,,0.009054401162693513,0.4885360479618242,0.016292216938651013,0.010059653425430809,0.010059653425430809,0.035581117333539775,0.33371789565769955,
Predict rate3 [M/s],,0.016380750033805014,0.8748121741449998,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.48600676341388876,,,0.016380750033805014,0.8748121741449998,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.48600676341388876,,,0.016380750033805014,0.8748121741449998,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.48600676341388876,,,0.010063775128651196,0.5360667299291075,,,0.010063775128651196,0.5360667299291075,,,0.023010038241674007,1.228401334776273,0.07246892662759183,0.029826652048510253,0.029826652048510253,0.22365228663957654,0.8391795099274808,
Backward rate0 [M/s],(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.005060641675717682,0.2725261618432718,0.007583017304185636,0.0056211700237364555,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.003101031543489226,0.1669981510483664,(undefined),(undefined),0.003101031543489226,0.1669981510483664,(undefined),(undefined),0.007106087722642804,0.38267807490900596,0.01277311179757369,0.007893175291911879,0.007893175291911879,0.019699466437482306,0.37626062708146174,(undefined)
Backward rate1 [M/s],,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.002852112528714015,0.1537888853032914,0.004275924405762643,0.0031685152290666877,0.007914553474208089,0.021359567403234917,,,0.0017477085421878078,0.09423858129692272,,,0.0017477085421878078,0.09423858129692272,,,0.004004901882640786,0.21594859159353008,0.007203782460081452,0.004449190978121568,0.004449190978121568,0.01111352423896355,0.14749247011407646,
Backward rate2 [M/s],,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.006448138897079759,0.34791340706770013,0.009669668148954568,0.007164034320964216,0.025330047670220974,0.09664261307436114,,,0.003951278287749821,0.21319406925225193,,,0.003951278287749821,0.21319406925225193,,,0.009054401162693513,0.4885360479618242,0.016292216938651013,0.010059653425430809,0.010059653425430809,0.035581117333539775,0.33371789565769955,
Backward rate3 [M/s],,0.016380750033805014,0.8748121741449998,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.48600676341388876,,,0.016380750033805014,0.8748121741449998,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.48600676341388876,,,0.016380750033805014,0.8748121741449998,0.03439505514875533,0.021233468602400187,0.15921711328976706,0.48600676341388876,,,0.010063775128651196,0.5360667299291075,,,0.010063775128651196,0.5360667299291075,,,0.023010038241674007,1.228401334776273,0.07246892662759183,0.029826652048510253,0.029826652048510253,0.22365228663957654,0.8391795099274808,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
