,hpso01 (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso04a (PSS) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],hpso05a (PST) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (Ingest) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (RCAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (FastImg) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (ICAL) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepA) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepB) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepC) [Nf_max=16384] [Na=32] [Bmax=16250.0],max_low (DPrepD) [Nf_max=16384] [Na=32] [Bmax=16250.0]
Coalesce time pred1 [s],,10.0,1.0,10.0,10.0,10.0,7.272581611088732,,,10.0,1.0,10.0,10.0,10.0,7.272581611088732,,,10.0,1.0,10.0,10.0,10.0,7.272581611088732,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,7.269933811973566,
Coalesce time pred2 [s],,10.0,1.0,8.481214705118983,5.654143136745989,5.654143136745989,2.909032644435493,,,10.0,1.0,8.481214705118983,5.654143136745989,5.654143136745989,2.909032644435493,,,10.0,1.0,8.481214705118983,5.654143136745989,5.654143136745989,2.909032644435493,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,8.478126867265434,5.6520845781769555,5.6520845781769555,5.6520845781769555,2.9079735247894263,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,10.0,1.0,10.0,10.0,10.0,7.272581611088732,,,10.0,1.0,10.0,10.0,10.0,7.272581611088732,,,10.0,1.0,10.0,10.0,10.0,7.272581611088732,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,7.269933811973566,
Coalesce time bw2 [s],,10.0,1.0,8.481214705118983,5.654143136745989,5.654143136745989,2.909032644435493,,,10.0,1.0,8.481214705118983,5.654143136745989,5.654143136745989,2.909032644435493,,,10.0,1.0,8.481214705118983,5.654143136745989,5.654143136745989,2.909032644435493,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,8.478126867265434,5.6520845781769555,5.6520845781769555,5.6520845781769555,2.9079735247894263,
Combined samples full0,10.0,4.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,4.0,1.0,(undefined),10.0,4.0,1.0,(undefined),10.0,4.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0
Combined samples full1,5.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,,5.0,2.0,1.0,,5.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0
Combined samples full2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
Combined samples facet0,(undefined),20.0,1.0,13.0,10.0,10.0,10.0,(undefined),(undefined),20.0,1.0,15.0,10.0,10.0,10.0,(undefined),(undefined),20.0,1.0,15.0,10.0,10.0,10.0,(undefined),(undefined),16.0,1.0,(undefined),(undefined),16.0,1.0,(undefined),(undefined),20.0,1.0,13.0,10.0,10.0,10.0,10.0,(undefined)
Combined samples facet1,,10.0,1.0,6.0,5.0,5.0,5.0,,,10.0,1.0,7.0,5.0,5.0,5.0,,,10.0,1.0,7.0,5.0,5.0,5.0,,,8.0,1.0,,,8.0,1.0,,,10.0,1.0,6.0,5.0,5.0,5.0,5.0,
Combined samples facet2,,5.0,1.0,3.0,2.0,2.0,2.0,,,5.0,1.0,3.0,2.0,2.0,2.0,,,5.0,1.0,3.0,2.0,2.0,2.0,,,4.0,1.0,,,4.0,1.0,,,5.0,1.0,3.0,2.0,2.0,2.0,2.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),1.5397922189429074,32.55476508226232,1.9345552793799687,2.230347711600711,1.895682854749788,2.472032691366662,(undefined),(undefined),1.5397922189429074,32.55476508226232,1.801723934674241,2.230347711600711,1.895682854749788,2.472032691366662,(undefined),(undefined),1.5397922189429074,32.55476508226232,1.801723934674241,2.230347711600711,1.895682854749788,2.472032691366662,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.5632977629277283,32.567468020591605,2.0407624575167205,2.374084688950219,2.3782376009424135,1.9802125616307114,19.4805503999382,(undefined)
Visibilities kernel pred1,,2.8206219730399167,64.99502025817469,3.866403225998845,4.458166175926265,3.503821181331221,5.376713433503132,,,2.8206219730399167,64.99502025817469,3.600611992552112,4.458166175926265,3.503821181331221,5.376713433503132,,,2.8206219730399167,64.99502025817469,3.600611992552112,4.458166175926265,3.503821181331221,5.376713433503132,,,3.634010980443172,65.24680525561551,,,3.634010980443172,65.24680525561551,,,2.9388130447355385,65.03229589341818,4.078669987190895,4.745478109294315,4.75377922552682,3.8065981613248874,18.20713210699279,
Visibilities kernel pred2,,5.638281881266322,128.46895574604008,9.114376230848158,15.765080882712159,12.390301783842784,26.879640931711183,,,5.638281881266322,128.46895574604008,8.487448133604307,15.765080882712159,12.390301783842784,26.879640931711183,,,5.638281881266322,128.46895574604008,8.487448133604307,15.765080882712159,12.390301783842784,26.879640931711183,,,6.423150032543515,130.11232529051696,,,6.423150032543515,130.11232529051696,,,5.874541028627391,128.7271611173483,9.618261410073334,16.78719427464682,16.81655958783171,13.465893507024717,35.60815074466069,
Visibilities kernel bw0,(undefined),1.5397922189429074,32.55476508226232,1.9345552793799687,2.230347711600711,1.895682854749788,2.472032691366662,(undefined),(undefined),1.5397922189429074,32.55476508226232,1.801723934674241,2.230347711600711,1.895682854749788,2.472032691366662,(undefined),(undefined),1.5397922189429074,32.55476508226232,1.801723934674241,2.230347711600711,1.895682854749788,2.472032691366662,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.5632977629277283,32.567468020591605,2.0407624575167205,2.374084688950219,2.3782376009424135,1.9802125616307114,19.4805503999382,(undefined)
Visibilities kernel bw1,,2.8206219730399167,64.99502025817469,3.866403225998845,4.458166175926265,3.503821181331221,5.376713433503132,,,2.8206219730399167,64.99502025817469,3.600611992552112,4.458166175926265,3.503821181331221,5.376713433503132,,,2.8206219730399167,64.99502025817469,3.600611992552112,4.458166175926265,3.503821181331221,5.376713433503132,,,3.634010980443172,65.24680525561551,,,3.634010980443172,65.24680525561551,,,2.9388130447355385,65.03229589341818,4.078669987190895,4.745478109294315,4.75377922552682,3.8065981613248874,18.20713210699279,
Visibilities kernel bw2,,5.638281881266322,128.46895574604008,9.114376230848158,15.765080882712159,12.390301783842784,26.879640931711183,,,5.638281881266322,128.46895574604008,8.487448133604307,15.765080882712159,12.390301783842784,26.879640931711183,,,5.638281881266322,128.46895574604008,8.487448133604307,15.765080882712159,12.390301783842784,26.879640931711183,,,6.423150032543515,130.11232529051696,,,6.423150032543515,130.11232529051696,,,5.874541028627391,128.7271611173483,9.618261410073334,16.78719427464682,16.81655958783171,13.465893507024717,35.60815074466069,
Oversampling used pred0,(undefined),1.5332830662125545,25.671297738388773,1.9204258443428515,2.208935203213194,1.882410533234264,2.443673721710276,(undefined),(undefined),1.5332830662125545,25.671297738388773,1.790427185181386,2.208935203213194,1.882410533234264,2.443673721710276,(undefined),(undefined),1.5332830662125545,25.671297738388773,1.790427185181386,2.208935203213194,1.882410533234264,2.443673721710276,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.556402322450296,25.678964643980194,2.0241726424651745,2.3486485804979083,2.3526805420056007,1.9650467016994568,16.908316150625453,(undefined)
Oversampling used pred1,,2.780674142431131,41.00404563732292,3.780658675513905,4.339253534702081,3.435818338166108,5.196070500558143,,,2.780674142431131,41.00404563732292,3.528065768868615,4.339253534702081,3.435818338166108,5.196070500558143,,,2.780674142431131,41.00404563732292,3.528065768868615,4.339253534702081,3.435818338166108,5.196070500558143,,,3.559864384033311,41.09504865417958,,,3.559864384033311,41.09504865417958,,,2.8945166221834384,41.01754099116667,3.9816269740635875,4.608590178562245,4.616353847232958,3.7239154854568213,15.954394828890116,
Oversampling used pred2,,5.4378017361875095,55.53696286208268,8.557489727928377,14.070652207632655,11.345263953999478,22.087969794607517,,,5.4378017361875095,55.53696286208268,8.007389850963229,14.070652207632655,11.345263953999478,22.087969794607517,,,5.4378017361875095,55.53696286208268,8.007389850963229,14.070652207632655,11.345263953999478,22.087969794607517,,,6.157197819141636,55.75317944552065,,,6.157197819141636,55.75317944552065,,,5.655288867783852,55.5713063247495,8.99570521075809,14.86791147623196,14.890627624570968,12.22966066712739,27.47075347278551,
Oversampling used bw0,(undefined),1.5332830662125545,25.671297738388773,1.9204258443428515,2.208935203213194,1.882410533234264,2.443673721710276,(undefined),(undefined),1.5332830662125545,25.671297738388773,1.790427185181386,2.208935203213194,1.882410533234264,2.443673721710276,(undefined),(undefined),1.5332830662125545,25.671297738388773,1.790427185181386,2.208935203213194,1.882410533234264,2.443673721710276,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.556402322450296,25.678964643980194,2.0241726424651745,2.3486485804979083,2.3526805420056007,1.9650467016994568,16.908316150625453,(undefined)
Oversampling used bw1,,2.780674142431131,41.00404563732292,3.780658675513905,4.339253534702081,3.435818338166108,5.196070500558143,,,2.780674142431131,41.00404563732292,3.528065768868615,4.339253534702081,3.435818338166108,5.196070500558143,,,2.780674142431131,41.00404563732292,3.528065768868615,4.339253534702081,3.435818338166108,5.196070500558143,,,3.559864384033311,41.09504865417958,,,3.559864384033311,41.09504865417958,,,2.8945166221834384,41.01754099116667,3.9816269740635875,4.608590178562245,4.616353847232958,3.7239154854568213,15.954394828890116,
Oversampling used bw2,,5.4378017361875095,55.53696286208268,8.557489727928377,14.070652207632655,11.345263953999478,22.087969794607517,,,5.4378017361875095,55.53696286208268,8.007389850963229,14.070652207632655,11.345263953999478,22.087969794607517,,,5.4378017361875095,55.53696286208268,8.007389850963229,14.070652207632655,11.345263953999478,22.087969794607517,,,6.157197819141636,55.75317944552065,,,6.157197819141636,55.75317944552065,,,5.655288867783852,55.5713063247495,8.99570521075809,14.86791147623196,14.890627624570968,12.22966066712739,27.47075347278551,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),330.1970670581991,1186.6956875807953,494.94943095103616,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),330.1970670581991,1186.6956875807953,440.0319897527685,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),330.1970670581991,1186.6956875807953,440.0319897527685,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),463.6586356725732,1666.3443177517802,695.0020427868894,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,659.7017142056897,2372.6984303939844,989.2061999638064,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,659.7017142056897,2372.6984303939844,879.3713781111805,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,659.7017142056897,2372.6984303939844,879.3713781111805,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,485.0159097761033,1453.9394929925988,,,485.0159097761033,1453.9394929925988,,,926.3453367521058,3331.7159644487933,1389.0318113753438,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels predict, no-smear2",,1318.7106453111485,4744.703814848597,1977.719495566752,2441.466451169051,2441.466451169051,4744.703814848597,,,1318.7106453111485,4744.703814848597,1758.04988218571,2441.466451169051,2441.466451169051,4744.703814848597,,,1318.7106453111485,4744.703814848597,1758.04988218571,2441.466451169051,2441.466451169051,4744.703814848597,,,969.6083556181683,2907.4553987723175,,,969.6083556181683,2907.4553987723175,,,1851.718229295396,6662.459115881312,2777.0910083918284,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels backward, no-smear0",(undefined),330.1970670581991,1186.6956875807953,494.94943095103616,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),330.1970670581991,1186.6956875807953,440.0319897527685,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),330.1970670581991,1186.6956875807953,440.0319897527685,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),463.6586356725732,1666.3443177517802,695.0020427868894,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,659.7017142056897,2372.6984303939844,989.2061999638064,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,659.7017142056897,2372.6984303939844,879.3713781111805,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,659.7017142056897,2372.6984303939844,879.3713781111805,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,485.0159097761033,1453.9394929925988,,,485.0159097761033,1453.9394929925988,,,926.3453367521058,3331.7159644487933,1389.0318113753438,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear2",,1318.7106453111485,4744.703814848597,1977.719495566752,2441.466451169051,2441.466451169051,4744.703814848597,,,1318.7106453111485,4744.703814848597,1758.04988218571,2441.466451169051,2441.466451169051,4744.703814848597,,,1318.7106453111485,4744.703814848597,1758.04988218571,2441.466451169051,2441.466451169051,4744.703814848597,,,969.6083556181683,2907.4553987723175,,,969.6083556181683,2907.4553987723175,,,1851.718229295396,6662.459115881312,2777.0910083918284,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
Frequencies predict ifft,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,200.0,200,200.0,200.0,200.0,16384.0
Frequencies predict kernels0,(undefined),214.44261309807425,364.52288461678205,255.84662078494293,273.8973049976049,322.2512805263733,606.7880919368934,(undefined),(undefined),214.44261309807425,364.52288461678205,244.22830894585857,273.8973049976049,322.2512805263733,606.7880919368934,(undefined),(undefined),214.44261309807425,364.52288461678205,244.22830894585857,273.8973049976049,322.2512805263733,606.7880919368934,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),296.5900973364396,511.6591552951528,340.55999032469225,361.31785270583396,360.6869143828921,433.18540573588245,841.0439984309672,(undefined)
Frequencies predict kernels1,,233.88519287988746,365.0584953999703,255.84662078494293,273.8973049976049,348.49943465258474,606.7880919368934,,,233.88519287988746,365.0584953999703,244.22830894585857,273.8973049976049,348.49943465258474,606.7880919368934,,,233.88519287988746,365.0584953999703,244.22830894585857,273.8973049976049,348.49943465258474,606.7880919368934,,,133.46572489358715,222.83688638800666,,,133.46572489358715,222.83688638800666,,,315.21070672104184,512.317136997464,340.55999032469225,361.31785270583396,360.6869143828921,450.4352410857013,1237.7927625562772,
Frequencies predict kernels2,,233.88519287988746,369.326876465628,255.84662078494293,273.8973049976049,348.49943465258474,606.7880919368934,,,233.88519287988746,369.326876465628,244.22830894585857,273.8973049976049,348.49943465258474,606.7880919368934,,,233.88519287988746,369.326876465628,244.22830894585857,273.8973049976049,348.49943465258474,606.7880919368934,,,150.95527127741892,223.45733905535107,,,150.95527127741892,223.45733905535107,,,315.21070672104184,517.5643631111994,340.55999032469225,361.31785270583396,360.6869143828921,450.4352410857013,1582.2680957618243,
Frequencies predict de-grid0,16384.0,330.1970670581991,1186.6956875807953,494.94943095103616,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,330.1970670581991,1186.6956875807953,440.0319897527685,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,330.1970670581991,1186.6956875807953,440.0319897527685,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,242.71959454507825,727.1815092638062,(undefined),16384.0,242.71959454507825,727.1815092638062,(undefined),16384.0,463.6586356725732,1666.3443177517802,695.0020427868894,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies predict de-grid1,16384.0,659.7017142056897,2372.6984303939844,989.2061999638064,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,659.7017142056897,2372.6984303939844,879.3713781111805,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,659.7017142056897,2372.6984303939844,879.3713781111805,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,485.0159097761033,1453.9394929925988,,16384.0,485.0159097761033,1453.9394929925988,,16384.0,926.3453367521058,3331.7159644487933,1389.0318113753438,1714.625960512763,1714.625960512763,1714.625960512763,16384.0,16384.0
Frequencies predict de-grid2,16384.0,1318.7106453111485,4744.703814848597,1977.719495566752,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,1318.7106453111485,4744.703814848597,1758.04988218571,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,1318.7106453111485,4744.703814848597,1758.04988218571,2441.466451169051,2441.466451169051,4744.703814848597,,16384.0,969.6083556181683,2907.4553987723175,,16384.0,969.6083556181683,2907.4553987723175,,16384.0,1851.718229295396,6662.459115881312,2777.0910083918284,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies total0,16384.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,4038.693502406632,2907.4553987723175,(undefined),16384.0,4038.693502406632,2907.4553987723175,(undefined),16384.0,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies total1,16384.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,4038.693502406632,2907.4553987723175,,16384.0,4038.693502406632,2907.4553987723175,,16384.0,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies total2,16384.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.4664511690507,2441.4664511690507,4744.703814848597,8192.0,16384.0,4038.693502406632,2907.4553987723175,,16384.0,4038.693502406632,2907.4553987723175,,16384.0,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,16384.0,16384.0
Frequencies backward kernels0,(undefined),214.44261309807425,364.52288461678205,255.84662078494293,273.8973049976049,322.2512805263733,606.7880919368934,(undefined),(undefined),214.44261309807425,364.52288461678205,244.22830894585857,273.8973049976049,322.2512805263733,606.7880919368934,(undefined),(undefined),214.44261309807425,364.52288461678205,244.22830894585857,273.8973049976049,322.2512805263733,606.7880919368934,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),296.5900973364396,511.6591552951528,340.55999032469225,361.31785270583396,360.6869143828921,433.18540573588245,841.0439984309672,(undefined)
Frequencies backward kernels1,,233.88519287988746,365.0584953999703,255.84662078494293,273.8973049976049,348.49943465258474,606.7880919368934,,,233.88519287988746,365.0584953999703,244.22830894585857,273.8973049976049,348.49943465258474,606.7880919368934,,,233.88519287988746,365.0584953999703,244.22830894585857,273.8973049976049,348.49943465258474,606.7880919368934,,,133.46572489358715,222.83688638800666,,,133.46572489358715,222.83688638800666,,,315.21070672104184,512.317136997464,340.55999032469225,361.31785270583396,360.6869143828921,450.4352410857013,1237.7927625562772,
Frequencies backward kernels2,,233.88519287988746,369.326876465628,255.84662078494293,273.8973049976049,348.49943465258474,606.7880919368934,,,233.88519287988746,369.326876465628,244.22830894585857,273.8973049976049,348.49943465258474,606.7880919368934,,,233.88519287988746,369.326876465628,244.22830894585857,273.8973049976049,348.49943465258474,606.7880919368934,,,150.95527127741892,223.45733905535107,,,150.95527127741892,223.45733905535107,,,315.21070672104184,517.5643631111994,340.55999032469225,361.31785270583396,360.6869143828921,450.4352410857013,1582.2680957618243,
Frequencies backward grid0,16384.0,330.1970670581991,1186.6956875807953,494.94943095103616,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,330.1970670581991,1186.6956875807953,440.0319897527685,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,330.1970670581991,1186.6956875807953,440.0319897527685,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,242.71959454507825,727.1815092638062,(undefined),16384.0,242.71959454507825,727.1815092638062,(undefined),16384.0,463.6586356725732,1666.3443177517802,695.0020427868894,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies backward grid1,16384.0,659.7017142056897,2372.6984303939844,989.2061999638064,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,659.7017142056897,2372.6984303939844,879.3713781111805,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,659.7017142056897,2372.6984303939844,879.3713781111805,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,485.0159097761033,1453.9394929925988,,16384.0,485.0159097761033,1453.9394929925988,,16384.0,926.3453367521058,3331.7159644487933,1389.0318113753438,1714.625960512763,1714.625960512763,1714.625960512763,16384.0,16384.0
