,hpso01 (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso04a (PSS) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso05a (PST) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (ICAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepA) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepB) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepC) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepD) [Nf_max=8192] [Na=128] [Bmax=16250.0]
Frequencies backward grid2,8192.0,1977.719495566752,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,1977.719495566752,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,1977.719495566752,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,4038.693502406632,2907.4553987723175,,8192.0,4038.693502406632,2907.4553987723175,,8192.0,8192.0,6662.459115881312,8192.0,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],17.835550642073187,17.835550642073187,50.42237812648182,17.835550642073187,17.835550642073187,17.835550642073187,34.66607927066864,34.66607927066864,17.835550642073187,17.835550642073187,50.42237812648182,17.835550642073187,17.835550642073187,17.835550642073187,34.66607927066864,34.66607927066864,17.835550642073187,17.835550642073187,50.42237812648182,17.835550642073187,17.835550642073187,17.835550642073187,34.66607927066864,34.66607927066864,17.881748691961633,17.881748691961633,50.42237812648182,(undefined),17.881748691961633,17.881748691961633,50.42237812648182,(undefined),17.842046568505257,17.842046568505257,50.42237812648182,17.842046568505257,17.842046568505257,17.842046568505257,17.842046568505257,34.67870508218126,34.67870508218126
Averaged rate0 [M/s],10.90495793824411,8.773460936593237,17.85582665635424,8.773460936593237,3.2500108590860126,3.2500108590860126,12.276126698343887,21.19542838440426,10.90495793824411,8.773460936593237,17.85582665635424,5.849281496726447,3.2500108590860126,3.2500108590860126,12.276126698343887,21.19542838440426,10.90495793824411,8.773460936593237,17.85582665635424,5.849281496726447,3.2500108590860126,3.2500108590860126,12.276126698343887,21.19542838440426,10.933204208907263,5.390119726440259,10.941677634142563,(undefined),10.933204208907263,5.390119726440259,10.941677634142563,(undefined),10.90892965775719,10.90892965775719,25.072948643480274,10.90892965775719,4.56529017307645,4.56529017307645,4.56529017307645,21.203148019544454,21.203148019544454
Averaged rate1 [M/s],3.0777799436519957,2.476193146271671,5.039570576198177,2.476193146271671,0.9172725191048974,0.9172725191048974,3.4647741652800335,5.982128931451487,3.0777799436519957,2.476193146271671,5.039570576198177,1.6508822296565548,0.9172725191048974,0.9172725191048974,3.4647741652800335,5.982128931451487,3.0777799436519957,2.476193146271671,5.039570576198177,1.6508822296565548,0.9172725191048974,0.9172725191048974,3.4647741652800335,5.982128931451487,3.08575207942935,1.52128990151722,3.088143591472856,,3.08575207942935,1.52128990151722,3.088143591472856,,3.078900908879775,3.078900908879775,7.076507667442288,3.078900908879775,1.288492684815316,1.288492684815316,1.288492684815316,5.984307696224479,5.984307696224479
Averaged rate2 [M/s],3.481907399403542,2.801329333547227,5.701290670657796,2.801329333547227,1.0377148561671172,1.0377148561671172,3.919715842009157,6.767611516075982,3.481907399403542,2.801329333547227,5.701290670657796,1.8676510849454435,1.0377148561671172,1.0377148561671172,3.919715842009157,6.767611516075982,3.481907399403542,2.801329333547227,5.701290670657796,1.8676510849454435,1.0377148561671172,1.0377148561671172,3.919715842009157,6.767611516075982,3.490926315330092,1.721042654675777,3.493631844520774,,3.490926315330092,1.721042654675777,3.493631844520774,,3.4831755528103927,3.4831755528103927,8.005687495632474,3.4831755528103927,1.4576780326966294,1.4576780326966294,1.4576780326966294,6.7700763632461936,6.7700763632461936
Predict rate0 [M/s],(undefined),0.18626518298286832,4.465912587625227,0.6202756549369991,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.18626518298286832,4.465912587625227,0.4136040239265616,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.18626518298286832,4.465912587625227,0.4136040239265616,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.44931797171296184,2.736614862340972,(undefined),(undefined),0.44931797171296184,2.736614862340972,(undefined),(undefined),0.8709839307305351,6.270982646895968,0.8709839307305351,0.3228170629110003,0.3228170629110003,0.3228170629110003,3.0829096541513317,(undefined)
Predict rate1 [M/s],,0.10506819084321461,2.520153346260388,0.6191133845341836,0.12969655370637773,0.12969655370637773,0.34652802553880335,,,0.10506819084321461,2.520153346260388,0.27519043463908904,0.12969655370637773,0.12969655370637773,0.34652802553880335,,,0.10506819084321461,2.520153346260388,0.27519043463908904,0.12969655370637773,0.12969655370637773,0.34652802553880335,,,0.7607247321585433,1.5442967515753787,,,0.7607247321585433,1.5442967515753787,,,0.8696685791784804,3.5387704686939765,0.8696685791784804,0.1821183972062414,0.1821183972062414,0.1821183972062414,1.1968615392448958,
Predict rate2 [M/s],,0.2802016660790411,5.701290670657796,2.801329333547227,0.5188574280835586,0.5188574280835586,1.9598579210045786,,,0.2802016660790411,5.701290670657796,1.8676510849454433,0.5188574280835586,0.5188574280835586,1.9598579210045786,,,0.2802016660790411,5.701290670657796,1.8676510849454433,0.5188574280835586,0.5188574280835586,1.9598579210045786,,,1.7210426546757773,3.493631844520774,,,1.7210426546757773,3.493631844520774,,,3.4831755528103927,8.005687495632474,3.4831755528103927,0.7288390163483147,0.7288390163483147,0.7288390163483147,3.3850381816230968,
Backward rate0 [M/s],(undefined),0.18626518298286832,4.465912587625227,0.6202756549369991,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.18626518298286832,4.465912587625227,0.4136040239265616,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.18626518298286832,4.465912587625227,0.4136040239265616,0.22989587989328858,0.22989587989328858,0.5644976173372799,(undefined),(undefined),0.44931797171296184,2.736614862340972,(undefined),(undefined),0.44931797171296184,2.736614862340972,(undefined),(undefined),0.8709839307305351,6.270982646895968,0.8709839307305351,0.3228170629110003,0.3228170629110003,0.3228170629110003,3.0829096541513317,(undefined)
Backward rate1 [M/s],,0.10506819084321461,2.520153346260388,0.6191133845341836,0.12969655370637773,0.12969655370637773,0.34652802553880335,,,0.10506819084321461,2.520153346260388,0.27519043463908904,0.12969655370637773,0.12969655370637773,0.34652802553880335,,,0.10506819084321461,2.520153346260388,0.27519043463908904,0.12969655370637773,0.12969655370637773,0.34652802553880335,,,0.7607247321585433,1.5442967515753787,,,0.7607247321585433,1.5442967515753787,,,0.8696685791784804,3.5387704686939765,0.8696685791784804,0.1821183972062414,0.1821183972062414,0.1821183972062414,1.1968615392448958,
Backward rate2 [M/s],,0.2802016660790411,5.701290670657796,2.801329333547227,0.5188574280835586,0.5188574280835586,1.9598579210045786,,,0.2802016660790411,5.701290670657796,1.8676510849454433,0.5188574280835586,0.5188574280835586,1.9598579210045786,,,0.2802016660790411,5.701290670657796,1.8676510849454433,0.5188574280835586,0.5188574280835586,1.9598579210045786,,,1.7210426546757773,3.493631844520774,,,1.7210426546757773,3.493631844520774,,,3.4831755528103927,8.005687495632474,3.4831755528103927,0.7288390163483147,0.7288390163483147,0.7288390163483147,3.3850381816230968,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W stack [lambda],(undefined),7.08097352711245,1.3809918201619842,2.211233505950602,5.539810367093776,8.458256928484428,7.702431546903667,(undefined),(undefined),7.08097352711245,1.3809918201619842,3.073514660288028,5.539810367093776,8.458256928484428,7.702431546903667,(undefined),(undefined),7.08097352711245,1.3809918201619842,3.073514660288028,5.539810367093776,8.458256928484428,7.702431546903667,(undefined),(undefined),12.618941096538476,3.6251073575945325,(undefined),(undefined),12.618941096538476,3.6251073575945325,(undefined),(undefined),2.2705829411025706,1.510459038849797,2.2705829411108223,5.594584874701457,5.637172686285228,8.567338184606369,30.166487359344256,(undefined)
Delta W theory [lambda],(undefined),19.465458608651947,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),19.465458608651947,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),19.465458608651947,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),3.682193161789314,0.18455205923435844,9.398524781162008,4.2035426881926945,5.780582079648393,5.387137282851286,(undefined),(undefined),3.682193161789314,0.18455205923435844,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,(undefined),(undefined),3.682193161789314,0.18455205923435844,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,(undefined),(undefined),8.184954244214252,0.08981558727294352,(undefined),(undefined),8.184954244214252,0.08981558727294352,(undefined),(undefined),8.380590372068054,0.17264561380323334,8.380590372091017,3.702565263504722,3.7237498356883174,5.102584950436168,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,3.682193161789314,0.5223241974335304,9.398524781162008,4.2035426881926945,5.780582079648393,5.387137282851286,,,3.682193161789314,0.5223241974335304,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,,,3.682193161789314,0.5223241974335304,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,,,8.184954244214252,0.254136932091098,,,8.184954244214252,0.254136932091098,,,8.380590372068054,0.4886127695866622,8.380590372091017,3.702565263504722,3.7237498356883174,5.102584950436168,13.181766742732409,
W kernel support pred2 [uv-pixels],,3.682193161789314,1.4792301133748578,9.398524781162008,4.2035426881926945,5.780582079648393,5.387137282851286,,,3.682193161789314,1.4792301133748578,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,,,3.682193161789314,1.4792301133748578,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,,,8.184954244214252,0.7193727910439781,,,8.184954244214252,0.7193727910439781,,,8.380590372068054,1.3836822105800841,8.380590372091017,3.702565263504722,3.7237498356883174,5.102584950436168,13.181766742732409,
AW kernel support pred0 [uv-pixels],(undefined),9.72412188738541,9.001891993496013,13.012773265607771,9.933265884464095,10.696500791359393,10.489101396415535,(undefined),(undefined),9.72412188738541,9.001891993496013,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,(undefined),(undefined),9.72412188738541,9.001891993496013,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,(undefined),(undefined),12.165256922066252,9.000448146604544,(undefined),(undefined),12.165256922066252,9.000448146604544,(undefined),(undefined),12.297735359992087,9.001655764800468,12.297735360007737,9.731854372652304,9.739933923738331,10.345838447241368,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,9.72412188738541,9.015144068023794,13.012773265607771,9.933265884464095,10.696500791359393,10.489101396415535,,,9.72412188738541,9.015144068023794,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,,,9.72412188738541,9.015144068023794,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,,,12.165256922066252,9.003587372833826,,,12.165256922066252,9.003587372833826,,,12.297735359992087,9.013253709876537,12.297735360007737,9.731854372652304,9.739933923738331,10.345838447241368,15.961170836119955,
AW kernel support pred2 [uv-pixels],,9.72412188738541,9.120752256711889,13.012773265607771,9.933265884464095,10.696500791359393,10.489101396415535,,,9.72412188738541,9.120752256711889,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,,,9.72412188738541,9.120752256711889,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,,,12.165256922066252,9.028704071598227,,,12.165256922066252,9.028704071598227,,,12.297735359992087,9.105744146409771,12.297735360007737,9.731854372652304,9.739933923738331,10.345838447241368,15.961170836119955,
W kernel support bw0 [uv-pixels],(undefined),3.682193161789314,0.18455205923435844,9.398524781162008,4.2035426881926945,5.780582079648393,5.387137282851286,(undefined),(undefined),3.682193161789314,0.18455205923435844,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,(undefined),(undefined),3.682193161789314,0.18455205923435844,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,(undefined),(undefined),8.184954244214252,0.08981558727294352,(undefined),(undefined),8.184954244214252,0.08981558727294352,(undefined),(undefined),8.380590372068054,0.17264561380323334,8.380590372091017,3.702565263504722,3.7237498356883174,5.102584950436168,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,3.682193161789314,0.5223241974335304,9.398524781162008,4.2035426881926945,5.780582079648393,5.387137282851286,,,3.682193161789314,0.5223241974335304,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,,,3.682193161789314,0.5223241974335304,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,,,8.184954244214252,0.254136932091098,,,8.184954244214252,0.254136932091098,,,8.380590372068054,0.4886127695866622,8.380590372091017,3.702565263504722,3.7237498356883174,5.102584950436168,13.181766742732409,
W kernel support bw2 [uv-pixels],,3.682193161789314,1.4792301133748578,9.398524781162008,4.2035426881926945,5.780582079648393,5.387137282851286,,,3.682193161789314,1.4792301133748578,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,,,3.682193161789314,1.4792301133748578,6.536964864738072,4.2035426881926945,5.780582079648393,5.387137282851286,,,8.184954244214252,0.7193727910439781,,,8.184954244214252,0.7193727910439781,,,8.380590372068054,1.3836822105800841,8.380590372091017,3.702565263504722,3.7237498356883174,5.102584950436168,13.181766742732409,
AW kernel support bw0 [uv-pixels],(undefined),9.72412188738541,9.001891993496013,13.012773265607771,9.933265884464095,10.696500791359393,10.489101396415535,(undefined),(undefined),9.72412188738541,9.001891993496013,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,(undefined),(undefined),9.72412188738541,9.001891993496013,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,(undefined),(undefined),12.165256922066252,9.000448146604544,(undefined),(undefined),12.165256922066252,9.000448146604544,(undefined),(undefined),12.297735359992087,9.001655764800468,12.297735360007737,9.731854372652304,9.739933923738331,10.345838447241368,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,9.72412188738541,9.015144068023794,13.012773265607771,9.933265884464095,10.696500791359393,10.489101396415535,,,9.72412188738541,9.015144068023794,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,,,9.72412188738541,9.015144068023794,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,,,12.165256922066252,9.003587372833826,,,12.165256922066252,9.003587372833826,,,12.297735359992087,9.013253709876537,12.297735360007737,9.731854372652304,9.739933923738331,10.345838447241368,15.961170836119955,
AW kernel support bw2 [uv-pixels],,9.72412188738541,9.120752256711889,13.012773265607771,9.933265884464095,10.696500791359393,10.489101396415535,,,9.72412188738541,9.120752256711889,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,,,9.72412188738541,9.120752256711889,11.12348459983741,9.933265884464095,10.696500791359393,10.489101396415535,,,12.165256922066252,9.028704071598227,,,12.165256922066252,9.028704071598227,,,12.297735359992087,9.105744146409771,12.297735360007737,9.731854372652304,9.739933923738331,10.345838447241368,15.961170836119955,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.004792217843954932,6.316891874347132,0.010713495993812544,6.316891874347132,0.23400078185419296,0.1872006254833544,0.23570163260820265,0.07451517791392123,0.004792217843954932,6.316891874347132,0.010713495993812544,4.211482677643042,0.23400078185419296,0.1872006254833544,0.23570163260820265,0.07451517791392123,0.004792217843954932,6.316891874347132,0.010713495993812544,4.211482677643042,0.23400078185419296,0.1872006254833544,0.23570163260820265,0.07451517791392123,0.004804630755867451,3.880886203036987,0.006565006580485538,(undefined),0.004804630755867451,3.880886203036987,0.006565006580485538,(undefined),0.004793963228506577,7.854429353585178,0.015043769186088168,7.854429353585178,0.3287008924615044,1.6435044623075223,0.26296071396920356,0.009317789657026372,0.03727115862810549
Snapshot vis size1 [GB],0.0013525400143001936,1.7828590653156036,0.0030237423457189065,1.7828590653156036,0.06604362137555261,0.0528348971004421,0.06652366397337664,0.02103092202463414,0.0013525400143001936,1.7828590653156036,0.0030237423457189065,1.1886352053527196,0.06604362137555261,0.0528348971004421,0.06652366397337664,0.02103092202463414,0.0013525400143001936,1.7828590653156036,0.0030237423457189065,1.1886352053527196,0.06604362137555261,0.0528348971004421,0.06652366397337664,0.02103092202463414,0.0013560433942804765,1.0953287290923988,0.0018528861548837137,,0.0013560433942804765,1.0953287290923988,0.0018528861548837137,,0.0013530326259725575,2.2168086543934384,0.004245904600465374,2.2168086543934384,0.09277147330670275,0.46385736653351384,0.07421717864536222,0.0026298227180673985,0.010519290872269594
Snapshot vis size2 [GB],0.0015301350876285097,2.016957120154004,0.0034207744023946785,2.016957120154004,0.07471546964403245,0.059772375715225964,0.07525854416657582,0.023792384236204632,0.0015301350876285097,2.016957120154004,0.0034207744023946785,1.3447087811607195,0.07471546964403245,0.059772375715225964,0.07525854416657582,0.023792384236204632,0.0015301350876285097,2.016957120154004,0.0034207744023946785,1.3447087811607195,0.07471546964403245,0.059772375715225964,0.07525854416657582,0.023792384236204632,0.0015340984784165447,1.2391507113665599,0.0020961791067124645,,0.0015340984784165447,1.2391507113665599,0.0020961791067124645,,0.0015306923816061297,2.507886398023483,0.004803412497379486,2.507886398023483,0.10495281835415733,0.5247640917707868,0.08396225468332587,0.0029751312143171753,0.011900524857268701
Facet size [GB],(undefined),0.11039231556746673,0.060571915263356244,1.2265812840829637,0.16825532017598954,0.16825532017598954,0.16825532017598954,(undefined),(undefined),0.11039231556746673,0.060571915263356244,0.545147237370206,0.16825532017598954,0.16825532017598954,0.16825532017598954,(undefined),(undefined),0.11039231556746673,0.060571915263356244,0.545147237370206,0.16825532017598954,0.16825532017598954,0.16825532017598954,(undefined),(undefined),1.2393392212985965,0.061201936854251675,(undefined),(undefined),1.2393392212985965,0.061201936854251675,(undefined),(undefined),1.2283692043882553,0.06066020762411133,1.2283692043882553,0.16850057673364266,0.16850057673364266,0.16850057673364266,0.16850057673364266,(undefined)
