,hpso01 (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0]
Coalesce time full2 [s],7.067678920932487,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.049419354208371,2.8197677416833486,1.0,,7.049419354208371,2.8197677416833486,1.0,,7.065105722721194,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,3.6
Coalesce time full3 [s],2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8197677416833486,1.4098838708416743,1.0,,2.8197677416833486,1.4098838708416743,1.0,,2.8260422890884778,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,1.8
Coalesce time pred0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time pred1 [s],,5.654143136745989,1.0,5.654143136745989,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,4.229651612525023,1.0,,,4.229651612525023,1.0,,,5.6520845781769555,1.0,5.6520845781769555,10.0,10.0,10.0,7.2,
Coalesce time pred2 [s],,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time pred3 [s],,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,5.654143136745989,1.0,5.654143136745989,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,4.229651612525023,1.0,,,4.229651612525023,1.0,,,5.6520845781769555,1.0,5.6520845781769555,10.0,10.0,10.0,7.2,
Coalesce time bw2 [s],,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time bw3 [s],,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Combined samples full0,21.0,8.0,1.1111111111111112,8.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,8.0,21.0,21.0,21.0,17.0,17.0
Combined samples full1,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,10.0,8.0,8.0
Combined samples full2,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,5.0,4.0,4.0
Combined samples full3,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0
Combined samples facet0,(undefined),8.0,1.1111111111111112,8.0,21.0,21.0,17.0,(undefined),(undefined),8.0,1.1111111111111112,12.0,21.0,21.0,17.0,(undefined),(undefined),8.0,1.1111111111111112,12.0,21.0,21.0,17.0,(undefined),(undefined),7.0,1.1111111111111112,(undefined),(undefined),7.0,1.1111111111111112,(undefined),(undefined),8.0,1.1111111111111112,8.0,21.0,21.0,21.0,17.0,(undefined)
Combined samples facet1,,4.0,1.1111111111111112,4.0,10.0,10.0,8.0,,,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,,,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,,,3.0,1.1111111111111112,,,3.0,1.1111111111111112,,,4.0,1.1111111111111112,4.0,10.0,10.0,10.0,8.0,
Combined samples facet2,,2.0,1.1111111111111112,2.0,5.0,5.0,4.0,,,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,,,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,,,2.0,1.1111111111111112,2.0,5.0,5.0,5.0,4.0,
Combined samples facet3,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),7.2132118349806404,32.55476508226232,7.213211834981166,3.141069554925361,3.0390802002799395,3.8538050754266293,(undefined),(undefined),7.2132118349806404,32.55476508226232,5.319676040071917,3.141069554925361,3.0390802002799395,3.8538050754266293,(undefined),(undefined),7.2132118349806404,32.55476508226232,5.319676040071917,3.141069554925361,3.0390802002799395,3.8538050754266293,(undefined),(undefined),7.701355261310381,32.64426593397331,(undefined),(undefined),7.701355261310381,32.64426593397331,(undefined),(undefined),7.432582410209805,32.567468020591605,7.432582410218464,3.166226411143889,3.1601879079848896,3.0839903230234125,11.86648129330564,(undefined)
Visibilities kernel pred1,,25.509419349709013,64.99502025817469,25.509419349710875,6.278577090542455,6.074714038687441,8.466590049545493,,,25.509419349709013,64.99502025817469,12.540654228442577,6.278577090542455,6.074714038687441,8.466590049545493,,,25.509419349709013,64.99502025817469,12.540654228442577,6.278577090542455,6.074714038687441,8.466590049545493,,,35.93212187654146,65.24680525561551,,,35.93212187654146,65.24680525561551,,,26.294795628391064,65.03229589341818,26.2947956284217,6.328863579755763,6.316793418700722,6.16448462655916,16.481224018480056,
Visibilities kernel pred2,,102.02694843472852,128.46894958994176,102.02694843473597,17.761971493165355,17.185246916347964,33.861414153814096,,,102.02694843472852,128.46894958994176,50.15470648208941,17.761971493165355,17.185246916347964,33.861414153814096,,,102.02694843472852,128.46894958994176,50.15470648208941,17.761971493165355,17.185246916347964,33.861414153814096,,,215.57012085999642,130.1123243148036,,,215.57012085999642,130.1123243148036,,,93.09186522012556,128.72715467010218,93.09186522023401,17.910753775137888,17.876595086147557,17.445559523528996,32.96244803696011,
Visibilities kernel pred3,,253.62843450013497,208.82508294144424,253.62843450015347,88.7972524258366,85.91403882268769,116.92730065887017,,,253.62843450013497,208.82508294144424,280.5139220423517,88.7972524258366,85.91403882268769,116.92730065887017,,,253.62843450013497,208.82508294144424,280.5139220423517,88.7972524258366,85.91403882268769,116.92730065887017,,,431.11763013458335,254.60091823288923,,,431.11763013458335,254.60091823288923,,,186.1837304402511,150.18750780626004,186.18373044046803,89.54106287594655,89.37029366338061,87.21542162958755,65.92489607392022,
Visibilities kernel bw0,(undefined),7.2132118349806404,32.55476508226232,7.213211834981166,3.141069554925361,3.0390802002799395,3.8538050754266293,(undefined),(undefined),7.2132118349806404,32.55476508226232,5.319676040071917,3.141069554925361,3.0390802002799395,3.8538050754266293,(undefined),(undefined),7.2132118349806404,32.55476508226232,5.319676040071917,3.141069554925361,3.0390802002799395,3.8538050754266293,(undefined),(undefined),7.701355261310381,32.64426593397331,(undefined),(undefined),7.701355261310381,32.64426593397331,(undefined),(undefined),7.432582410209805,32.567468020591605,7.432582410218464,3.166226411143889,3.1601879079848896,3.0839903230234125,11.86648129330564,(undefined)
Visibilities kernel bw1,,25.509419349709013,64.99502025817469,25.509419349710875,6.278577090542455,6.074714038687441,8.466590049545493,,,25.509419349709013,64.99502025817469,12.540654228442577,6.278577090542455,6.074714038687441,8.466590049545493,,,25.509419349709013,64.99502025817469,12.540654228442577,6.278577090542455,6.074714038687441,8.466590049545493,,,35.93212187654146,65.24680525561551,,,35.93212187654146,65.24680525561551,,,26.294795628391064,65.03229589341818,26.2947956284217,6.328863579755763,6.316793418700722,6.16448462655916,16.481224018480056,
Visibilities kernel bw2,,102.02694843472852,128.46894958994176,102.02694843473597,17.761971493165355,17.185246916347964,33.861414153814096,,,102.02694843472852,128.46894958994176,50.15470648208941,17.761971493165355,17.185246916347964,33.861414153814096,,,102.02694843472852,128.46894958994176,50.15470648208941,17.761971493165355,17.185246916347964,33.861414153814096,,,215.57012085999642,130.1123243148036,,,215.57012085999642,130.1123243148036,,,93.09186522012556,128.72715467010218,93.09186522023401,17.910753775137888,17.876595086147557,17.445559523528996,32.96244803696011,
Visibilities kernel bw3,,253.62843450013497,208.82508294144424,253.62843450015347,88.7972524258366,85.91403882268769,116.92730065887017,,,253.62843450013497,208.82508294144424,280.5139220423517,88.7972524258366,85.91403882268769,116.92730065887017,,,253.62843450013497,208.82508294144424,280.5139220423517,88.7972524258366,85.91403882268769,116.92730065887017,,,431.11763013458335,254.60091823288923,,,431.11763013458335,254.60091823288923,,,186.1837304402511,150.18750780626004,186.18373044046803,89.54106287594655,89.37029366338061,87.21542162958755,65.92489607392022,
Oversampling used pred0,(undefined),6.872429358222121,25.671297738388773,6.872429358222597,3.08884063420512,2.990928665975595,3.7687099625421894,(undefined),(undefined),6.872429358222121,25.671297738388773,5.143226421327498,3.08884063420512,2.990928665975595,3.7687099625421894,(undefined),(undefined),6.872429358222121,25.671297738388773,5.143226421327498,3.08884063420512,2.990928665975595,3.7687099625421894,(undefined),(undefined),7.309911380428446,25.725283657850348,(undefined),(undefined),7.309911380428446,25.725283657850348,(undefined),(undefined),7.069448948773115,25.678964643980194,7.069448948780881,3.1129675860522212,3.107177166853326,3.034062725774916,10.90910205992774,(undefined)
Oversampling used pred1,,21.173732481995657,41.00404563732292,21.173732481996915,6.025352084338962,5.8389249039877456,7.988994346276122,,,21.173732481995657,41.00404563732292,11.469792559130788,6.025352084338962,5.8389249039877456,7.988994346276122,,,21.173732481995657,41.00404563732292,11.469792559130788,6.025352084338962,5.8389249039877456,7.988994346276122,,,27.65665153420688,41.09504865417958,,,27.65665153420688,41.09504865417958,,,21.70016203630005,41.01754099116667,21.700162036320457,6.071245748402468,6.060233302659263,5.921091404742455,14.630595794848219,
Oversampling used pred2,,51.16563576961662,55.53696204160445,51.16563576961813,15.616385363945973,15.17494123552909,26.451950010637354,,,51.16563576961662,55.53696204160445,34.94969849576054,15.616385363945973,15.17494123552909,26.451950010637354,,,51.16563576961662,55.53696204160445,34.94969849576054,15.616385363945973,15.17494123552909,26.451950010637354,,,61.853136653285375,55.753179318800974,,,61.853136653285375,55.753179318800974,,,49.226439077690614,55.57130546895441,49.226439077715845,15.729619164225596,15.70364545418812,15.374689648215693,25.916592631692836,
Oversampling used pred3,,62.82101728634061,61.6125373881392,62.821017286340954,48.19269374474838,47.45840477554275,53.85003544602131,,,62.82101728634061,61.6125373881392,63.2279842252067,48.19269374474838,47.45840477554275,53.85003544602131,,,62.82101728634061,61.6125373881392,63.2279842252067,48.19269374474838,47.45840477554275,53.85003544602131,,,63.92795837854747,62.83893586935318,,,63.92795837854747,62.83893586935318,,,60.589717151168955,57.98848619253845,60.5897171511806,48.37677698863058,48.334704367374705,47.793968457070704,41.33834505030575,
Oversampling used bw0,(undefined),6.872429358222121,25.671297738388773,6.872429358222597,3.08884063420512,2.990928665975595,3.7687099625421894,(undefined),(undefined),6.872429358222121,25.671297738388773,5.143226421327498,3.08884063420512,2.990928665975595,3.7687099625421894,(undefined),(undefined),6.872429358222121,25.671297738388773,5.143226421327498,3.08884063420512,2.990928665975595,3.7687099625421894,(undefined),(undefined),7.309911380428446,25.725283657850348,(undefined),(undefined),7.309911380428446,25.725283657850348,(undefined),(undefined),7.069448948773115,25.678964643980194,7.069448948780881,3.1129675860522212,3.107177166853326,3.034062725774916,10.90910205992774,(undefined)
Oversampling used bw1,,21.173732481995657,41.00404563732292,21.173732481996915,6.025352084338962,5.8389249039877456,7.988994346276122,,,21.173732481995657,41.00404563732292,11.469792559130788,6.025352084338962,5.8389249039877456,7.988994346276122,,,21.173732481995657,41.00404563732292,11.469792559130788,6.025352084338962,5.8389249039877456,7.988994346276122,,,27.65665153420688,41.09504865417958,,,27.65665153420688,41.09504865417958,,,21.70016203630005,41.01754099116667,21.700162036320457,6.071245748402468,6.060233302659263,5.921091404742455,14.630595794848219,
Oversampling used bw2,,51.16563576961662,55.53696204160445,51.16563576961813,15.616385363945973,15.17494123552909,26.451950010637354,,,51.16563576961662,55.53696204160445,34.94969849576054,15.616385363945973,15.17494123552909,26.451950010637354,,,51.16563576961662,55.53696204160445,34.94969849576054,15.616385363945973,15.17494123552909,26.451950010637354,,,61.853136653285375,55.753179318800974,,,61.853136653285375,55.753179318800974,,,49.226439077690614,55.57130546895441,49.226439077715845,15.729619164225596,15.70364545418812,15.374689648215693,25.916592631692836,
Oversampling used bw3,,62.82101728634061,61.6125373881392,62.821017286340954,48.19269374474838,47.45840477554275,53.85003544602131,,,62.82101728634061,61.6125373881392,63.2279842252067,48.19269374474838,47.45840477554275,53.85003544602131,,,62.82101728634061,61.6125373881392,63.2279842252067,48.19269374474838,47.45840477554275,53.85003544602131,,,63.92795837854747,62.83893586935318,,,63.92795837854747,62.83893586935318,,,60.589717151168955,57.98848619253845,60.5897171511806,48.37677698863058,48.334704367374705,47.793968457070704,41.33834505030575,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels predict, no-smear2",,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,4038.693502406632,2907.4553987723175,,,4038.693502406632,2907.4553987723175,,,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels predict, no-smear3",,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,8076.963378093995,5814.487179478897,,,8076.963378093995,5814.487179478897,,,18508.427384292598,13323.945347729323,18508.427384292598,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
"Channels backward, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear2",,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,4038.693502406632,2907.4553987723175,,,4038.693502406632,2907.4553987723175,,,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels backward, no-smear3",,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,8076.963378093995,5814.487179478897,,,8076.963378093995,5814.487179478897,,,18508.427384292598,13323.945347729323,18508.427384292598,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
Frequencies predict ifft,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,200.0,200,200.0,200.0,200.0,8192.0
Frequencies predict kernels0,(undefined),228.49946905631595,364.52288461678205,228.49946905629932,194.48350847790317,201.01023571498357,389.2257056706339,(undefined),(undefined),228.49946905631595,364.52288461678205,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,(undefined),(undefined),228.49946905631595,364.52288461678205,206.59923827992975,194.48350847790317,201.01023571498357,389.2257056706339,(undefined),(undefined),132.88286658704135,222.75933872570835,(undefined),(undefined),132.88286658704135,222.75933872570835,(undefined),(undefined),311.38633879667384,511.6591552951528,311.38633879631107,270.9216179026776,271.4392963107915,278.14587339960946,690.3478628177198,(undefined)
