,hpso01 (Ingest) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso04a (PSS) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=16384] [Na=512] [Bmax=32500.0],hpso05a (PST) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (Ingest) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (RCAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (FastImg) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (ICAL) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (DPrepA) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (DPrepB) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (DPrepC) [Nf_max=16384] [Na=512] [Bmax=32500.0],max_low (DPrepD) [Nf_max=16384] [Na=512] [Bmax=32500.0]
Coalesce time full2 [s],7.067678920932487,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.049419354208371,2.8197677416833486,1.0,,7.049419354208371,2.8197677416833486,1.0,,7.065105722721194,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,3.6
Coalesce time full3 [s],2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8197677416833486,1.4098838708416743,1.0,,2.8197677416833486,1.4098838708416743,1.0,,2.8260422890884778,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,1.8
Coalesce time pred0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time pred1 [s],,5.654143136745989,1.0,5.654143136745989,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,4.229651612525023,1.0,,,4.229651612525023,1.0,,,5.6520845781769555,1.0,5.6520845781769555,10.0,10.0,10.0,7.2,
Coalesce time pred2 [s],,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time pred3 [s],,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),9.86918709589172,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,5.654143136745989,1.0,5.654143136745989,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,5.654143136745989,1.0,8.481214705118983,10.0,10.0,7.2,,,4.229651612525023,1.0,,,4.229651612525023,1.0,,,5.6520845781769555,1.0,5.6520845781769555,10.0,10.0,10.0,7.2,
Coalesce time bw2 [s],,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time bw3 [s],,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,,,1.4098838708416743,1.0,,,1.4098838708416743,1.0,,,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Combined samples full0,21.0,8.0,1.1111111111111112,8.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,8.0,21.0,21.0,21.0,17.0,17.0
Combined samples full1,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,10.0,8.0,8.0
Combined samples full2,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,5.0,4.0,4.0
Combined samples full3,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0
Combined samples facet0,(undefined),8.0,1.1111111111111112,8.0,21.0,21.0,17.0,(undefined),(undefined),8.0,1.1111111111111112,12.0,21.0,21.0,17.0,(undefined),(undefined),8.0,1.1111111111111112,12.0,21.0,21.0,17.0,(undefined),(undefined),7.0,1.1111111111111112,(undefined),(undefined),7.0,1.1111111111111112,(undefined),(undefined),8.0,1.1111111111111112,8.0,21.0,21.0,21.0,17.0,(undefined)
Combined samples facet1,,4.0,1.1111111111111112,4.0,10.0,10.0,8.0,,,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,,,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,,,3.0,1.1111111111111112,,,3.0,1.1111111111111112,,,4.0,1.1111111111111112,4.0,10.0,10.0,10.0,8.0,
Combined samples facet2,,2.0,1.1111111111111112,2.0,5.0,5.0,4.0,,,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,,,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,,,2.0,1.1111111111111112,2.0,5.0,5.0,5.0,4.0,
Combined samples facet3,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,,,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),7.295691308491699,32.55476508226232,7.295691308501144,3.141069554925361,3.0390802002799395,3.8618607863956673,(undefined),(undefined),7.295691308491699,32.55476508226232,5.325549879668721,3.141069554925361,3.0390802002799395,3.8618607863956673,(undefined),(undefined),7.295691308491699,32.55476508226232,5.325549879668721,3.141069554925361,3.0390802002799395,3.8618607863956673,(undefined),(undefined),7.701355261310381,32.64426593397331,(undefined),(undefined),7.701355261310381,32.64426593397331,(undefined),(undefined),7.546700067084324,32.567468020591605,7.546700067085374,3.166226411143889,3.1601879079848896,3.0839903230234125,25.29517476262545,(undefined)
Visibilities kernel pred1,,25.80110681510874,64.99502025817469,25.80110681514214,6.278577090542455,6.074714038687441,8.484287987297293,,,25.80110681510874,64.99502025817469,12.554501273041152,6.278577090542455,6.074714038687441,8.484287987297293,,,25.80110681510874,64.99502025817469,12.554501273041152,6.278577090542455,6.074714038687441,8.484287987297293,,,35.93212187654146,65.24680525561551,,,35.93212187654146,65.24680525561551,,,26.69851808977735,65.03229589341818,26.69851808978107,6.328863579755763,6.316793418700722,6.16448462655916,35.132187170313124,
Visibilities kernel pred2,,103.19357561598319,128.46894958994176,103.19357561611679,17.761971493165355,17.185246916347964,33.932195565973565,,,103.19357561598319,128.46894958994176,50.21008592600318,17.761971493165355,17.185246916347964,33.932195565973565,,,103.19357561598319,128.46894958994176,50.21008592600318,17.761971493165355,17.185246916347964,33.932195565973565,,,215.57012085999642,130.1123243148036,,,215.57012085999642,130.1123243148036,,,106.78284736094002,128.72715467010218,106.78284736095489,17.910753775137888,17.876595086147557,17.445559523528996,70.26437434062625,
Visibilities kernel pred3,,412.7525980335149,242.53608368237514,412.7525980340493,88.7972524258366,85.91403882268769,135.71886877365367,,,412.7525980335149,242.53608368237514,301.2367561843707,88.7972524258366,85.91403882268769,135.71886877365367,,,412.7525980335149,242.53608368237514,301.2367561843707,88.7972524258366,85.91403882268769,135.71886877365367,,,431.11763013458335,254.60091823288923,,,431.11763013458335,254.60091823288923,,,378.0846799823887,246.24132535617272,378.08467998244134,89.54106287594655,89.37029366338061,87.21542162958755,140.5287486812525,
Visibilities kernel bw0,(undefined),7.295691308491699,32.55476508226232,7.295691308501144,3.141069554925361,3.0390802002799395,3.8618607863956673,(undefined),(undefined),7.295691308491699,32.55476508226232,5.325549879668721,3.141069554925361,3.0390802002799395,3.8618607863956673,(undefined),(undefined),7.295691308491699,32.55476508226232,5.325549879668721,3.141069554925361,3.0390802002799395,3.8618607863956673,(undefined),(undefined),7.701355261310381,32.64426593397331,(undefined),(undefined),7.701355261310381,32.64426593397331,(undefined),(undefined),7.546700067084324,32.567468020591605,7.546700067085374,3.166226411143889,3.1601879079848896,3.0839903230234125,25.29517476262545,(undefined)
Visibilities kernel bw1,,25.80110681510874,64.99502025817469,25.80110681514214,6.278577090542455,6.074714038687441,8.484287987297293,,,25.80110681510874,64.99502025817469,12.554501273041152,6.278577090542455,6.074714038687441,8.484287987297293,,,25.80110681510874,64.99502025817469,12.554501273041152,6.278577090542455,6.074714038687441,8.484287987297293,,,35.93212187654146,65.24680525561551,,,35.93212187654146,65.24680525561551,,,26.69851808977735,65.03229589341818,26.69851808978107,6.328863579755763,6.316793418700722,6.16448462655916,35.132187170313124,
Visibilities kernel bw2,,103.19357561598319,128.46894958994176,103.19357561611679,17.761971493165355,17.185246916347964,33.932195565973565,,,103.19357561598319,128.46894958994176,50.21008592600318,17.761971493165355,17.185246916347964,33.932195565973565,,,103.19357561598319,128.46894958994176,50.21008592600318,17.761971493165355,17.185246916347964,33.932195565973565,,,215.57012085999642,130.1123243148036,,,215.57012085999642,130.1123243148036,,,106.78284736094002,128.72715467010218,106.78284736095489,17.910753775137888,17.876595086147557,17.445559523528996,70.26437434062625,
Visibilities kernel bw3,,412.7525980335149,242.53608368237514,412.7525980340493,88.7972524258366,85.91403882268769,135.71886877365367,,,412.7525980335149,242.53608368237514,301.2367561843707,88.7972524258366,85.91403882268769,135.71886877365367,,,412.7525980335149,242.53608368237514,301.2367561843707,88.7972524258366,85.91403882268769,135.71886877365367,,,431.11763013458335,254.60091823288923,,,431.11763013458335,254.60091823288923,,,378.0846799823887,246.24132535617272,378.08467998244134,89.54106287594655,89.37029366338061,87.21542162958755,140.5287486812525,
Oversampling used pred0,(undefined),6.946585113222241,25.671297738388773,6.946585113230732,3.08884063420512,2.990928665975595,3.7763506730122742,(undefined),(undefined),6.946585113222241,25.671297738388773,5.148670616642562,3.08884063420512,2.990928665975595,3.7763506730122742,(undefined),(undefined),6.946585113222241,25.671297738388773,5.148670616642562,3.08884063420512,2.990928665975595,3.7763506730122742,(undefined),(undefined),7.309911380428446,25.725283657850348,(undefined),(undefined),7.309911380428446,25.725283657850348,(undefined),(undefined),7.17167069431563,25.678964643980194,7.171670694316575,3.1129675860522212,3.107177166853326,3.034062725774916,21.028992606409105,(undefined)
Oversampling used pred1,,21.370008002284067,41.00404563732292,21.37000800230649,6.025352084338962,5.8389249039877456,8.004603191114931,,,21.370008002284067,41.00404563732292,11.481246478067774,6.025352084338962,5.8389249039877456,8.004603191114931,,,21.370008002284067,41.00404563732292,11.481246478067774,6.025352084338962,5.8389249039877456,8.004603191114931,,,27.65665153420688,41.09504865417958,,,27.65665153420688,41.09504865417958,,,21.96824979466232,41.01754099116667,21.968249794664786,6.071245748402468,6.060233302659263,5.921091404742455,27.195914474397867,
Oversampling used pred2,,51.39928173186146,55.53696204160445,51.39928173188797,15.616385363945973,15.17494123552909,26.493781163242872,,,51.39928173186146,55.53696204160445,34.97502324286013,15.616385363945973,15.17494123552909,26.493781163242872,,,51.39928173186146,55.53696204160445,34.97502324286013,15.616385363945973,15.17494123552909,26.493781163242872,,,61.853136653285375,55.753179318800974,,,61.853136653285375,55.753179318800974,,,52.09178277357184,55.57130546895441,52.091782773574636,15.729619164225596,15.70364545418812,15.374689648215693,42.835301384752555,
Oversampling used pred3,,63.90379675306904,62.59598181208496,63.90379675306985,48.19269374474838,47.45840477554275,56.450103227883304,,,63.90379675306904,62.59598181208496,63.44295033895329,48.19269374474838,47.45840477554275,56.450103227883304,,,63.90379675306904,62.59598181208496,63.44295033895329,48.19269374474838,47.45840477554275,56.450103227883304,,,63.92795837854747,62.83893586935318,,,63.92795837854747,62.83893586935318,,,63.83392726454287,62.67556389020262,63.833927264543014,48.37677698863058,48.334704367374705,47.793968457070704,57.00086769571473,
Oversampling used bw0,(undefined),6.946585113222241,25.671297738388773,6.946585113230732,3.08884063420512,2.990928665975595,3.7763506730122742,(undefined),(undefined),6.946585113222241,25.671297738388773,5.148670616642562,3.08884063420512,2.990928665975595,3.7763506730122742,(undefined),(undefined),6.946585113222241,25.671297738388773,5.148670616642562,3.08884063420512,2.990928665975595,3.7763506730122742,(undefined),(undefined),7.309911380428446,25.725283657850348,(undefined),(undefined),7.309911380428446,25.725283657850348,(undefined),(undefined),7.17167069431563,25.678964643980194,7.171670694316575,3.1129675860522212,3.107177166853326,3.034062725774916,21.028992606409105,(undefined)
Oversampling used bw1,,21.370008002284067,41.00404563732292,21.37000800230649,6.025352084338962,5.8389249039877456,8.004603191114931,,,21.370008002284067,41.00404563732292,11.481246478067774,6.025352084338962,5.8389249039877456,8.004603191114931,,,21.370008002284067,41.00404563732292,11.481246478067774,6.025352084338962,5.8389249039877456,8.004603191114931,,,27.65665153420688,41.09504865417958,,,27.65665153420688,41.09504865417958,,,21.96824979466232,41.01754099116667,21.968249794664786,6.071245748402468,6.060233302659263,5.921091404742455,27.195914474397867,
Oversampling used bw2,,51.39928173186146,55.53696204160445,51.39928173188797,15.616385363945973,15.17494123552909,26.493781163242872,,,51.39928173186146,55.53696204160445,34.97502324286013,15.616385363945973,15.17494123552909,26.493781163242872,,,51.39928173186146,55.53696204160445,34.97502324286013,15.616385363945973,15.17494123552909,26.493781163242872,,,61.853136653285375,55.753179318800974,,,61.853136653285375,55.753179318800974,,,52.09178277357184,55.57130546895441,52.091782773574636,15.729619164225596,15.70364545418812,15.374689648215693,42.835301384752555,
Oversampling used bw3,,63.90379675306904,62.59598181208496,63.90379675306985,48.19269374474838,47.45840477554275,56.450103227883304,,,63.90379675306904,62.59598181208496,63.44295033895329,48.19269374474838,47.45840477554275,56.450103227883304,,,63.90379675306904,62.59598181208496,63.44295033895329,48.19269374474838,47.45840477554275,56.450103227883304,,,63.92795837854747,62.83893586935318,,,63.92795837854747,62.83893586935318,,,63.83392726454287,62.67556389020262,63.833927264543014,48.37677698863058,48.334704367374705,47.793968457070704,57.00086769571473,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels predict, no-smear2",,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,4038.693502406632,2907.4553987723175,,,4038.693502406632,2907.4553987723175,,,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels predict, no-smear3",,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,8076.963378093995,5814.487179478897,,,8076.963378093995,5814.487179478897,,,18508.427384292598,13323.945347729323,18508.427384292598,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
"Channels backward, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear2",,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,4038.693502406632,2907.4553987723175,,,4038.693502406632,2907.4553987723175,,,9254.700144121867,6662.459115881312,9254.700144121867,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels backward, no-smear3",,13180.869330776477,9488.714533153065,13180.869330776477,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,13180.869330776477,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,8076.963378093995,5814.487179478897,,,8076.963378093995,5814.487179478897,,,18508.427384292598,13323.945347729323,18508.427384292598,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
Frequencies predict ifft,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,200.0,200,200.0,200.0,200.0,16384.0
Frequencies predict kernels0,(undefined),225.9162298390282,364.52288461678205,225.9162298387357,194.48350847790317,201.01023571498357,388.41379401456174,(undefined),(undefined),225.9162298390282,364.52288461678205,206.37136870516318,194.48350847790317,201.01023571498357,388.41379401456174,(undefined),(undefined),225.9162298390282,364.52288461678205,206.37136870516318,194.48350847790317,201.01023571498357,388.41379401456174,(undefined),(undefined),132.88286658704135,222.75933872570835,(undefined),(undefined),132.88286658704135,222.75933872570835,(undefined),(undefined),306.67770070978344,511.6591552951528,306.67770070974075,270.9216179026776,271.4392963107915,278.14587339960946,647.7124650748791,(undefined)
