,hpso01 (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (ICAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (DPrepA) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (DPrepB) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (DPrepC) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso01 (DPrepD) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (ICAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (DPrepA) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (DPrepB) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (DPrepC) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02a (DPrepD) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (ICAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (DPrepA) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (DPrepB) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (DPrepC) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso02b (DPrepD) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso04a (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso04a (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso04a (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso04a (PSS) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso05a (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso05a (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso05a (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],hpso05a (PST) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (Ingest) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (RCAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (FastImg) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (ICAL) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepA) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepA_Image) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepB) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepC) [Nf_max=16384] [Na=256] [Bmax=8125.0],max_low (DPrepD) [Nf_max=16384] [Na=256] [Bmax=8125.0]
Combined samples facet0,(undefined),2.0,1.0,2.0,5.0,5.0,5.0,(undefined),(undefined),2.0,1.0,3.0,5.0,5.0,5.0,(undefined),(undefined),2.0,1.0,3.0,5.0,5.0,5.0,(undefined),(undefined),1.0,1.0,(undefined),(undefined),1.0,1.0,(undefined),(undefined),2.0,1.0,2.0,5.0,5.0,5.0,5.0,(undefined)
Combined samples facet1,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),7.853778847173913,32.55476508226232,7.853778847182045,3.1832478599593577,3.1244388972905432,3.964761886824132,(undefined),(undefined),7.853778847173913,32.55476508226232,5.538497287473084,3.1832478599593577,3.1244388972905432,3.964761886824132,(undefined),(undefined),7.853778847173913,32.55476508226232,5.538497287473084,3.1832478599593577,3.1244388972905432,3.964761886824132,(undefined),(undefined),14.303903192506732,32.64426593397331,(undefined),(undefined),14.303903192506732,32.64426593397331,(undefined),(undefined),8.036193893798849,32.567468020591605,8.036193893799636,3.199565293019721,3.199207806110967,3.1529637771062076,29.41593364226969,(undefined)
Visibilities kernel pred1,,27.774775325584386,64.99502319018,27.774775325613145,6.362885869789038,6.24533463468442,10.779281242910681,,,27.774775325584386,64.99502319018,19.584758236451204,6.362885869789038,6.24533463468442,10.779281242910681,,,27.774775325584386,64.99502319018,19.584758236451204,6.362885869789038,6.24533463468442,10.779281242910681,,,28.601807755213436,65.24680545201589,,,28.601807755213436,65.24680545201589,,,28.430236545685354,65.03229728536151,28.430236545688135,6.395503550463829,6.394788981894414,6.302353346236996,50.57806302483406,
Visibilities kernel bw0,(undefined),7.853778847173913,32.55476508226232,7.853778847182045,3.1832478599593577,3.1244388972905432,3.964761886824132,(undefined),(undefined),7.853778847173913,32.55476508226232,5.538497287473084,3.1832478599593577,3.1244388972905432,3.964761886824132,(undefined),(undefined),7.853778847173913,32.55476508226232,5.538497287473084,3.1832478599593577,3.1244388972905432,3.964761886824132,(undefined),(undefined),14.303903192506732,32.64426593397331,(undefined),(undefined),14.303903192506732,32.64426593397331,(undefined),(undefined),8.036193893798849,32.567468020591605,8.036193893799636,3.199565293019721,3.199207806110967,3.1529637771062076,29.41593364226969,(undefined)
Visibilities kernel bw1,,27.774775325584386,64.99502319018,27.774775325613145,6.362885869789038,6.24533463468442,10.779281242910681,,,27.774775325584386,64.99502319018,19.584758236451204,6.362885869789038,6.24533463468442,10.779281242910681,,,27.774775325584386,64.99502319018,19.584758236451204,6.362885869789038,6.24533463468442,10.779281242910681,,,28.601807755213436,65.24680545201589,,,28.601807755213436,65.24680545201589,,,28.430236545685354,65.03229728536151,28.430236545688135,6.395503550463829,6.394788981894414,6.302353346236996,50.57806302483406,
Oversampling used pred0,(undefined),7.445828267799996,25.671297738388773,7.4458282678072365,3.1292867675971223,3.0728855752749453,3.8738654638331695,(undefined),(undefined),7.445828267799996,25.671297738388773,5.345702210418743,3.1292867675971223,3.0728855752749453,3.8738654638331695,(undefined),(undefined),7.445828267799996,25.671297738388773,5.345702210418743,3.1292867675971223,3.0728855752749453,3.8738654638331695,(undefined),(undefined),12.908399503858973,25.725283657850348,(undefined),(undefined),12.908399503858973,25.725283657850348,(undefined),(undefined),7.608060408015682,25.678964643980194,7.608060408016385,3.1449268731918494,3.1445842684228396,3.1002491064132442,23.729046195898952,(undefined)
Oversampling used pred1,,22.674654392810204,41.00404669914422,22.674654392828927,6.102275381531058,5.994993595098656,9.992273779534074,,,22.674654392810204,41.00404669914422,16.985535037608912,6.102275381531058,5.994993595098656,9.992273779534074,,,22.674654392810204,41.00404669914422,16.985535037608912,6.102275381531058,5.994993595098656,9.992273779534074,,,23.209402358203384,41.095048725024206,,,23.209402358203384,41.095048725024206,,,23.099038572816326,41.017541494961016,23.099038572818117,6.132008351010207,6.131357142580413,6.047055871776337,35.142737566064554,
Oversampling used bw0,(undefined),7.445828267799996,25.671297738388773,7.4458282678072365,3.1292867675971223,3.0728855752749453,3.8738654638331695,(undefined),(undefined),7.445828267799996,25.671297738388773,5.345702210418743,3.1292867675971223,3.0728855752749453,3.8738654638331695,(undefined),(undefined),7.445828267799996,25.671297738388773,5.345702210418743,3.1292867675971223,3.0728855752749453,3.8738654638331695,(undefined),(undefined),12.908399503858973,25.725283657850348,(undefined),(undefined),12.908399503858973,25.725283657850348,(undefined),(undefined),7.608060408015682,25.678964643980194,7.608060408016385,3.1449268731918494,3.1445842684228396,3.1002491064132442,23.729046195898952,(undefined)
Oversampling used bw1,,22.674654392810204,41.00404669914422,22.674654392828927,6.102275381531058,5.994993595098656,9.992273779534074,,,22.674654392810204,41.00404669914422,16.985535037608912,6.102275381531058,5.994993595098656,9.992273779534074,,,22.674654392810204,41.00404669914422,16.985535037608912,6.102275381531058,5.994993595098656,9.992273779534074,,,23.209402358203384,41.095048725024206,,,23.209402358203384,41.095048725024206,,,23.099038572816326,41.017541494961016,23.099038572818117,6.132008351010207,6.131357142580413,6.047055871776337,35.142737566064554,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,2019.558553451659,1453.9394929925988,,,2019.558553451659,1453.9394929925988,,,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
Frequencies predict ifft,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,200.0,200,200.0,200.0,200.0,16384.0
Frequencies predict kernels0,(undefined),209.86267968022818,364.52288461678205,209.86267968001093,191.90658544032115,195.51869871571483,378.33293469271507,(undefined),(undefined),209.86267968022818,364.52288461678205,198.43668069688331,191.90658544032115,195.51869871571483,378.33293469271507,(undefined),(undefined),209.86267968022818,364.52288461678205,198.43668069688331,191.90658544032115,195.51869871571483,378.33293469271507,(undefined),(undefined),125.2044118602812,222.75933872570835,(undefined),(undefined),125.2044118602812,222.75933872570835,(undefined),(undefined),287.9976087069907,511.6591552951528,287.9976087069625,268.098664473169,268.1286224404572,272.06122321537725,556.9770519354435,(undefined)
Frequencies predict kernels1,,209.86267968022818,365.0584789317333,209.86267968001093,191.90658544032115,195.51869871571483,378.33293469271507,,,209.86267968022818,365.0584789317333,198.43668069688331,191.90658544032115,195.51869871571483,378.33293469271507,,,209.86267968022818,365.0584789317333,198.43668069688331,191.90658544032115,195.51869871571483,378.33293469271507,,,125.2044118602812,222.836885717242,,,125.2044118602812,222.836885717242,,,287.9976087069907,512.3171260318907,287.9976087069625,268.098664473169,268.1286224404572,272.06122321537725,556.9770519354435,
Frequencies predict de-grid0,16384.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies predict de-grid1,16384.0,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,16384.0,16384.0
Frequencies total0,16384.0,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,16384.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,16384.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,16384.0,2019.558553451659,1453.9394929925988,(undefined),16384.0,2019.558553451659,1453.9394929925988,(undefined),16384.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,16384.0,16384.0
Frequencies total1,16384.0,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,16384.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,16384.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,16384.0,2019.558553451659,1453.9394929925988,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,16384.0,16384.0
Frequencies backward kernels0,(undefined),209.86267968022818,364.52288461678205,209.86267968001093,191.90658544032115,195.51869871571483,378.33293469271507,(undefined),(undefined),209.86267968022818,364.52288461678205,198.43668069688331,191.90658544032115,195.51869871571483,378.33293469271507,(undefined),(undefined),209.86267968022818,364.52288461678205,198.43668069688331,191.90658544032115,195.51869871571483,378.33293469271507,(undefined),(undefined),125.2044118602812,222.75933872570835,(undefined),(undefined),125.2044118602812,222.75933872570835,(undefined),(undefined),287.9976087069907,511.6591552951528,287.9976087069625,268.098664473169,268.1286224404572,272.06122321537725,556.9770519354435,(undefined)
Frequencies backward kernels1,,209.86267968022818,365.0584789317333,209.86267968001093,191.90658544032115,195.51869871571483,378.33293469271507,,,209.86267968022818,365.0584789317333,198.43668069688331,191.90658544032115,195.51869871571483,378.33293469271507,,,209.86267968022818,365.0584789317333,198.43668069688331,191.90658544032115,195.51869871571483,378.33293469271507,,,125.2044118602812,222.836885717242,,,125.2044118602812,222.836885717242,,,287.9976087069907,512.3171260318907,287.9976087069625,268.098664473169,268.1286224404572,272.06122321537725,556.9770519354435,
Frequencies backward grid0,16384.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies backward grid1,16384.0,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,2019.558553451659,1453.9394929925988,,16384.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,16384.0,16384.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],56.89296284569679,56.89296284569679,321.68095540314107,56.89296284569679,56.89296284569679,56.89296284569679,110.58004316949297,110.58004316949297,56.89296284569679,56.89296284569679,321.68095540314107,56.89296284569679,56.89296284569679,56.89296284569679,110.58004316949297,110.58004316949297,56.89296284569679,56.89296284569679,321.68095540314107,56.89296284569679,56.89296284569679,56.89296284569679,110.58004316949297,110.58004316949297,57.04032829510695,57.04032829510695,321.68095540314107,(undefined),57.04032829510695,57.04032829510695,321.68095540314107,(undefined),56.91368396098865,56.91368396098865,321.68095540314107,56.91368396098865,56.91368396098865,56.91368396098865,56.91368396098865,110.62031777831776,110.62031777831776
Averaged rate0 [M/s],43.79156337405115,8.80892835450147,35.85748721337676,8.80892835450147,3.263732245063779,3.263732245063779,12.326258105754265,42.55774990569359,43.79156337405115,8.80892835450147,35.85748721337676,5.87323634846892,3.263732245063779,3.263732245063779,12.326258105754265,42.55774990569359,43.79156337405115,8.80892835450147,35.85748721337676,5.87323634846892,3.263732245063779,3.263732245063779,12.326258105754265,42.55774990569359,43.90499327986382,5.411908246923009,21.97271094849955,(undefined),43.90499327986382,5.411908246923009,21.97271094849955,(undefined),43.807512798867464,12.373901772303451,50.35067291463098,12.373901772303451,4.584564130275469,4.584564130275469,4.584564130275469,85.1464999210053,85.1464999210053
Averaged rate1 [M/s],12.359588750098563,2.4862033552160123,10.120300839313368,2.4862033552160123,0.9211451985595669,0.9211451985595669,3.4789230910391673,12.011361240315976,12.359588750098563,2.4862033552160123,10.120300839313368,1.6576431692827014,0.9211451985595669,0.9211451985595669,3.4789230910391673,12.011361240315976,12.359588750098563,2.4862033552160123,10.120300839313368,1.6576431692827014,0.9211451985595669,0.9211451985595669,3.4789230910391673,12.011361240315976,12.391602838653293,1.5274394228380195,6.201506640184591,,12.391602838653293,1.5274394228380195,6.201506640184591,,12.364090264005394,3.49236988488996,14.210810543574235,3.49236988488996,1.2939325039542695,1.2939325039542695,1.2939325039542695,24.03147185098019,24.03147185098019
Predict rate0 [M/s],(undefined),2.4908707402981856,17.933979682589495,2.4908707402981856,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.7065216406331962,10.989555746408628,(undefined),(undefined),2.7065216406331962,10.989555746408628,(undefined),(undefined),3.49765200529585,25.182686219818457,3.49765200529585,1.2963519849181904,1.2963519849181904,1.2963519849181904,24.760376749876837,(undefined)
Predict rate1 [M/s],,2.4862033552160123,10.120300839313368,2.4862033552160123,0.5208286802382097,0.5208286802382097,1.7394615455195834,,,2.4862033552160123,10.120300839313368,1.6576431692827014,0.5208286802382097,0.5208286802382097,1.7394615455195834,,,2.4862033552160123,10.120300839313368,1.6576431692827014,0.5208286802382097,0.5208286802382097,1.7394615455195834,,,1.5274394228380197,6.201506640184591,,,1.5274394228380197,6.201506640184591,,,3.49236988488996,14.210810543574235,3.49236988488996,0.7313415950801818,0.7313415950801818,0.7313415950801818,12.015735925490095,
Backward rate0 [M/s],(undefined),2.4908707402981856,17.933979682589495,2.4908707402981856,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.7065216406331962,10.989555746408628,(undefined),(undefined),2.7065216406331962,10.989555746408628,(undefined),(undefined),3.49765200529585,25.182686219818457,3.49765200529585,1.2963519849181904,1.2963519849181904,1.2963519849181904,24.760376749876837,(undefined)
Backward rate1 [M/s],,2.4862033552160123,10.120300839313368,2.4862033552160123,0.5208286802382097,0.5208286802382097,1.7394615455195834,,,2.4862033552160123,10.120300839313368,1.6576431692827014,0.5208286802382097,0.5208286802382097,1.7394615455195834,,,2.4862033552160123,10.120300839313368,1.6576431692827014,0.5208286802382097,0.5208286802382097,1.7394615455195834,,,1.5274394228380197,6.201506640184591,,,1.5274394228380197,6.201506640184591,,,3.49236988488996,14.210810543574235,3.49236988488996,0.7313415950801818,0.7313415950801818,0.7313415950801818,12.015735925490095,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
